Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
establishment of Golgi localization (GO:0051683)	2/9	0.07716771908549672	0.46712558777377194	0	0	4.244932611694789	10.874558233938156	SLC9A3R1;COPG1
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	2/9	0.07716771908549672	0.4665721214375471	0	0	4.244932611694789	10.874558233938156	FAS;LGALS9
positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	2/9	0.07716771908549672	0.4660199650808163	0	0	4.244932611694789	10.874558233938156	KDR;JAK2
positive regulation of ion transmembrane transport (GO:0034767)	2/9	0.07716771908549672	0.46546911405826213	0	0	4.244932611694789	10.874558233938156	P2RX7;STK39
small GTPase mediated signal transduction (GO:0007264)	9/100	0.07846412093756353	0.47273011705358525	0	0	1.7191977077363896	4.375553839765417	SHTN1;MRAS;KSR1;ARHGAP1;PLCE1;RAB38;IGF1;RAPGEF5;RASGRP3
negative regulation of ERBB signaling pathway (GO:1901185)	5/44	0.07853669835449242	0.4726094005931307	0	0	2.1707041764348354	5.522682270716792	UBC;NRG1;SPRY1;EGFR;PTPN3
response to retinoic acid (GO:0032526)	6/58	0.08184135443742097	0.4919157028199755	0	0	1.9760893192372295	4.946097436328137	LYN;WNT11;FZD4;FZD7;WNT5A;WNT2
epidermal growth factor receptor signaling pathway (GO:0007173)	6/58	0.08184135443742097	0.49133697846371666	0	0	1.9760893192372295	4.946097436328137	EFEMP1;NCK2;GAB1;PLCE1;TGFA;EGFR
regulation of cation channel activity (GO:2001257)	7/72	0.08213367932094927	0.4925125329903691	0	0	1.8571580176164704	4.6417939786738245	MEF2C;NETO1;KCNAB1;ANK2;JPH1;SHISA8;SHANK3
positive regulation of dendritic spine development (GO:0060999)	3/20	0.08400542775884559	0.5031451852739308	0	0	2.865329512893983	7.097059788107809	BHLHB9;FOXO6;SHANK3
negative regulation of actin filament bundle assembly (GO:0032232)	3/20	0.08400542775884559	0.5025553315983459	0	0	2.865329512893983	7.097059788107809	DLC1;INPP5K;SHANK3
negative regulation of protein depolymerization (GO:1901880)	3/20	0.08400542775884559	0.5019668593131019	0	0	2.865329512893983	7.097059788107809	LIMA1;MID1IP1;STMN2
positive regulation of gene silencing by miRNA (GO:2000637)	3/20	0.08400542775884559	0.5013797635712153	0	0	2.865329512893983	7.097059788107809	MYCN;STAT3;EGFR
regulation of glycogen biosynthetic process (GO:0005979)	3/20	0.08400542775884559	0.5007940395483517	0	0	2.865329512893983	7.097059788107809	INPP5K;IRS2;IGF1
chondroitin sulfate biosynthetic process (GO:0030206)	3/20	0.08400542775884559	0.5002096824426944	0	0	2.865329512893983	7.097059788107809	CHST12;CHST15;DCN
mesoderm formation (GO:0001707)	3/20	0.08400542775884559	0.49962668747481237	0	0	2.865329512893983	7.097059788107809	CRB2;KDM6B;TBX20
regulation of lipoprotein lipase activity (GO:0051004)	3/20	0.08400542775884559	0.4990450498875309	0	0	2.865329512893983	7.097059788107809	SORT1;LPL;PCSK5
regulation of calcium ion transmembrane transport (GO:1903169)	3/20	0.08400542775884559	0.4984647649458012	0	0	2.865329512893983	7.097059788107809	TSPAN13;CACNA2D1;ANK2
unsaturated fatty acid metabolic process (GO:0033559)	5/45	0.0847413541912763	0.5022475382556132	0	0	2.1224663058473947	5.238568509747796	FADS2;ACOX1;CYP1B1;DAGLB;ABCD1
regulation of dendrite morphogenesis (GO:0048814)	5/45	0.0847413541912763	0.5016648844989362	0	0	2.1224663058473947	5.238568509747796	ARHGAP44;PTPRD;EPHA4;OBSL1;SHANK3
positive regulation of transport (GO:0051050)	5/45	0.0847413541912763	0.5010835810406523	0	0	2.1224663058473947	5.238568509747796	C3;DAB2;ANXA1;INPP5K;SGK3
positive regulation of programmed cell death (GO:0043068)	19/258	0.08481699857346044	0.5009503978245007	0	0	1.4067509236430407	3.470819301107058	VAV3;TGFB3;PAWR;KALRN;DUSP6;RHOB;SFRP4;BMP2;SFRP2;UBC;ANKRD1;CYP1B1;FAS;PMAIP1;SAP18;IRF5;SQSTM1;ARHGEF5;MAP3K5
regulation of peptidyl-serine phosphorylation (GO:0033135)	8/87	0.0850899889704991	0.5019817499612219	0	0	1.7565238393219818	4.328155344759113	TRIM6;SFRP2;NCK2;TNKS1BP1;INPP5K;GAS6;RAPGEF3;EGFR
intrinsic apoptotic signaling pathway (GO:0097193)	9/102	0.0863661223062174	0.5089218500330571	0	0	1.6854879487611665	4.128029298840187	MYBBP1A;DDIT3;ZMAT4;CYP1B1;PMAIP1;SFN;CRIP1;MAP3K5;EPHA2
Rho protein signal transduction (GO:0007266)	7/73	0.08696614556417787	0.5118664830611299	0	0	1.8317174968272034	4.473487085746754	SHTN1;PDPN;ARHGAP1;CDC42EP2;CDC42EP1;RND3;RHOB
positive regulation of protein modification process (GO:0031401)	13/164	0.08955106469765639	0.5264735981015444	0	0	1.514198523074056	3.6536796648525858	LYN;FLT4;FAM129A;EGFR;C3;BMP2;DAB2;CCND2;DLC1;KDR;FAS;GAS6;RAPGEF3
neuron projection morphogenesis (GO:0048812)	13/164	0.08955106469765639	0.5258677596687463	0	0	1.514198523074056	3.6536796648525858	BDNF;NRK;LRP2;SHTN1;IMPACT;PARD6B;FLRT3;FLRT1;SLIT3;EPHB2;FMOD;NBL1;SHANK3
regulation of synaptic transmission, glutamatergic (GO:0051966)	5/46	0.0911957426211766	0.5349102006849014	0	0	2.0763257339811467	4.972274956971936	ATAD1;MEF2C;TSHZ3;CDH2;SHANK3
peptidyl-tyrosine autophosphorylation (GO:0038083)	5/46	0.0911957426211766	0.5342960672742413	0	0	2.0763257339811467	4.972274956971936	DDR1;LYN;KDR;JAK2;EGFR
negative regulation of ossification (GO:0030279)	5/46	0.0911957426211766	0.5336833424264498	0	0	2.0763257339811467	4.972274956971936	GREM1;MEF2C;CHRD;TMEM64;SMAD6
regulation of glutamate receptor signaling pathway (GO:1900449)	4/33	0.09188085332334886	0.5370767405601938	0	0	2.315417788197158	5.527510321175345	MEF2C;NETO1;SHISA8;SHANK3
mitochondrial transmembrane transport (GO:1990542)	4/33	0.09188085332334886	0.5364622362803767	0	0	2.315417788197158	5.527510321175345	PRKAB2;MID1IP1;SLC25A23;MCU
endodermal cell differentiation (GO:0035987)	4/33	0.09188085332334886	0.5358491365817706	0	0	2.315417788197158	5.527510321175345	COL4A2;COL11A1;COL6A1;ITGA7
regulation of erythrocyte differentiation (GO:0045646)	4/33	0.09188085332334886	0.5352374366541658	0	0	2.315417788197158	5.527510321175345	LYN;MAFB;STAT3;ZFPM1
regulation of nitric oxide biosynthetic process (GO:0045428)	4/33	0.09188085332334886	0.5346271317092922	0	0	2.315417788197158	5.527510321175345	EDN1;PTGIS;KLF4;KLF2
vasculogenesis (GO:0001570)	4/33	0.09188085332334886	0.534018216980694	0	0	2.315417788197158	5.527510321175345	APELA;WT1;FLT4;KDR
induction of positive chemotaxis (GO:0050930)	2/10	0.0932067933631411	0.5411083805826041	0	0	3.8204393505253105	9.065652988670458	CXCL12;VEGFC
glomerular filtration (GO:0003094)	2/10	0.0932067933631411	0.5404934846955785	0	0	3.8204393505253105	9.065652988670458	SULF1;SULF2
ganglion development (GO:0061548)	2/10	0.0932067933631411	0.5398799847129501	0	0	3.8204393505253105	9.065652988670458	NELL2;SEMA3A
negative regulation of cellular protein catabolic process (GO:1903363)	2/10	0.0932067933631411	0.5392678758867449	0	0	3.8204393505253105	9.065652988670458	EPHA4;CDK5RAP3
positive regulation of cytoplasmic transport (GO:1903651)	2/10	0.0932067933631411	0.5386571534904971	0	0	3.8204393505253105	9.065652988670458	DAB2;EZR
nerve growth factor signaling pathway (GO:0038180)	2/10	0.0932067933631411	0.5380478128191278	0	0	3.8204393505253105	9.065652988670458	BDNF;KIDINS220
embryonic digestive tract morphogenesis (GO:0048557)	2/10	0.0932067933631411	0.5374398491888237	0	0	3.8204393505253105	9.065652988670458	FOXF1;SOX11
neuroepithelial cell differentiation (GO:0060563)	2/10	0.0932067933631411	0.5368332579369176	0	0	3.8204393505253105	9.065652988670458	WNT11;SOX11
creatine metabolic process (GO:0006600)	2/10	0.0932067933631411	0.5362280344217689	0	0	3.8204393505253105	9.065652988670458	GATM;CKB
positive regulation of natural killer cell activation (GO:0032816)	2/10	0.0932067933631411	0.5356241740226453	0	0	3.8204393505253105	9.065652988670458	IL18;GAS6
glycoprotein catabolic process (GO:0006516)	2/10	0.0932067933631411	0.5350216721396052	0	0	3.8204393505253105	9.065652988670458	FBXO2;ADAMTS9
negative regulation of B cell proliferation (GO:0030889)	2/10	0.0932067933631411	0.5344205241933809	0	0	3.8204393505253105	9.065652988670458	LYN;TNFRSF21
actin filament depolymerization (GO:0030042)	2/10	0.0932067933631411	0.5338207256252626	0	0	3.8204393505253105	9.065652988670458	WDR1;MICAL2
negative regulation of reproductive process (GO:2000242)	2/10	0.0932067933631411	0.5332222718969831	0	0	3.8204393505253105	9.065652988670458	ARHGDIB;SULF1
negative regulation of cell activation (GO:0050866)	2/10	0.0932067933631411	0.5326251584906035	0	0	3.8204393505253105	9.065652988670458	C1QTNF1;PDGFB
response to muramyl dipeptide (GO:0032495)	2/10	0.0932067933631411	0.5320293809083994	0	0	3.8204393505253105	9.065652988670458	IRF5;NOD1
central nervous system projection neuron axonogenesis (GO:0021952)	2/10	0.0932067933631411	0.5314349346727475	0	0	3.8204393505253105	9.065652988670458	EPHA4;GLI2
positive regulation of reproductive process (GO:2000243)	2/10	0.0932067933631411	0.5308418153260145	0	0	3.8204393505253105	9.065652988670458	APELA;INHBB
sympathetic ganglion development (GO:0061549)	2/10	0.0932067933631411	0.5302500184304448	0	0	3.8204393505253105	9.065652988670458	NELL2;SEMA3A
maintenance of apical/basal cell polarity (GO:0035090)	2/10	0.0932067933631411	0.5296595395680501	0	0	3.8204393505253105	9.065652988670458	CRB2;WDR1
neuron projection fasciculation (GO:0106030)	2/10	0.0932067933631411	0.5290703743404994	0	0	3.8204393505253105	9.065652988670458	EPHA4;EPHB2
regulation of mitochondrial depolarization (GO:0051900)	2/10	0.0932067933631411	0.52848251836901	0	0	3.8204393505253105	9.065652988670458	KDR;DCN
regulation of astrocyte differentiation (GO:0048710)	2/10	0.0932067933631411	0.5278959672942386	0	0	3.8204393505253105	9.065652988670458	EPHA4;BMP2
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	2/10	0.0932067933631411	0.527310716776174	0	0	3.8204393505253105	9.065652988670458	GREM1;SMAD6
poly-N-acetyllactosamine metabolic process (GO:0030309)	2/10	0.0932067933631411	0.5267267624940299	0	0	3.8204393505253105	9.065652988670458	B3GNT9;B3GNT7
positive regulation of execution phase of apoptosis (GO:1900119)	2/10	0.0932067933631411	0.5261441001461382	0	0	3.8204393505253105	9.065652988670458	PTGIS;DLC1
Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation (GO:1904953)	2/10	0.0932067933631411	0.5255627254498442	0	0	3.8204393505253105	9.065652988670458	WNT5A;WNT2
maintenance of epithelial cell apical/basal polarity (GO:0045199)	2/10	0.0932067933631411	0.5249826341414007	0	0	3.8204393505253105	9.065652988670458	CRB2;WDR1
smooth muscle cell differentiation (GO:0051145)	2/10	0.0932067933631411	0.5244038219758644	0	0	3.8204393505253105	9.065652988670458	MEF2C;GATA6
negative regulation of glucose transport (GO:0010829)	2/10	0.0932067933631411	0.5238262847269923	0	0	3.8204393505253105	9.065652988670458	GRB10;INPP5K
negative regulation of response to cytokine stimulus (GO:0060761)	2/10	0.0932067933631411	0.5232500181871386	0	0	3.8204393505253105	9.065652988670458	PALM3;KLF4
regulation of B cell apoptotic process (GO:0002902)	2/10	0.0932067933631411	0.5226750181671528	0	0	3.8204393505253105	9.065652988670458	LYN;IRS2
positive regulation of calcium ion import (GO:0090280)	2/10	0.0932067933631411	0.5221012804962777	0	0	3.8204393505253105	9.065652988670458	CXCL12;PDGFB
neuron projection regeneration (GO:0031102)	2/10	0.0932067933631411	0.5215288010220493	0	0	3.8204393505253105	9.065652988670458	NREP;FOLR1
regulation of actin filament length (GO:0030832)	2/10	0.0932067933631411	0.5209575756101961	0	0	3.8204393505253105	9.065652988670458	CXCL12;SSH3
N-acetylneuraminate metabolic process (GO:0006054)	2/10	0.0932067933631411	0.5203876001445393	0	0	3.8204393505253105	9.065652988670458	ST6GAL1;GNE
regulation of mast cell activation (GO:0033003)	2/10	0.0932067933631411	0.5198188705268951	0	0	3.8204393505253105	9.065652988670458	LYN;PLSCR1
regulation of actin filament-based movement (GO:1903115)	2/10	0.0932067933631411	0.5192513826769749	0	0	3.8204393505253105	9.065652988670458	PDPN;ANK2
mesenchymal to epithelial transition (GO:0060231)	2/10	0.0932067933631411	0.518685132532289	0	0	3.8204393505253105	9.065652988670458	WT1;FZD7
regulation of transforming growth factor beta production (GO:0071634)	2/10	0.0932067933631411	0.518120116048049	0	0	3.8204393505253105	9.065652988670458	TGFB2;LGALS9
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	8/89	0.09413403179568164	0.5227050753573051	0	0	1.7170513934945215	4.0574536422015015	WNT11;PSMB3;FZD4;FZD7;WNT5A;UBC;CELSR1;PSMB8
energy reserve metabolic process (GO:0006112)	3/21	0.09435625900060794	0.5233695540001112	0	0	2.7288852503752214	6.442018477987721	UGP2;GFPT2;MYC
histone lysine demethylation (GO:0070076)	3/21	0.09435625900060794	0.5228012917264955	0	0	2.7288852503752214	6.442018477987721	KDM6B;KDM5B;HR
establishment of endothelial barrier (GO:0061028)	3/21	0.09435625900060794	0.5222342621259244	0	0	2.7288852503752214	6.442018477987721	F11R;EZR;RAPGEF3
limb morphogenesis (GO:0035108)	3/21	0.09435625900060794	0.5216684611918768	0	0	2.7288852503752214	6.442018477987721	TGFB2;BMPR1B;PCSK5
long-term synaptic potentiation (GO:0060291)	3/21	0.09435625900060794	0.5211038849351757	0	0	2.7288852503752214	6.442018477987721	MPP2;TSHZ3;SHANK3
hepaticobiliary system development (GO:0061008)	3/21	0.09435625900060794	0.5205405293838944	0	0	2.7288852503752214	6.442018477987721	COBL;LSR;WNT4
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	3/21	0.09435625900060794	0.5199783905832639	0	0	2.7288852503752214	6.442018477987721	CREB3;BMP2;SMAD9
cellular protein complex localization (GO:0034629)	3/21	0.09435625900060794	0.5194174645955796	0	0	2.7288852503752214	6.442018477987721	EXOC3L4;STXBP6;EZR
organonitrogen compound biosynthetic process (GO:1901566)	14/182	0.09676944342088313	0.5321276613973778	0	0	1.4693997502020426	3.431671444673576	HACD1;DDC;GOT1;SGMS1;GCNT1;MGST1;IL18;NOD1;ELOVL7;PCSK5;TNIP1;ALDH3B1;PEMT;MOCS1
regulation of establishment of planar polarity (GO:0090175)	8/90	0.09885410727313855	0.5430059304788224	0	0	1.6979730446779158	3.929296707487388	WNT11;PSMB3;FZD4;FZD7;WNT5A;UBC;CELSR1;PSMB8
glycogen metabolic process (GO:0005977)	4/34	0.10004109805479484	0.5489351864232452	0	0	2.2473172650148885	5.173715819710031	PER2;UGP2;STBD1;UBC
chemical synaptic transmission, postsynaptic (GO:0099565)	4/34	0.10004109805479484	0.5483455675334243	0	0	2.2473172650148885	5.173715819710031	MPP2;GABRA1;MEF2C;GABRE
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/34	0.10004109805479484	0.547757213920191	0	0	2.2473172650148885	5.173715819710031	SLC9A3R1;DDIT3;PMAIP1;MSX1
regulation of postsynaptic membrane potential (GO:0060078)	4/34	0.10004109805479484	0.5471701215151319	0	0	2.2473172650148885	5.173715819710031	MPP2;GABRA1;MEF2C;GABRE
regulation of neurotransmitter receptor activity (GO:0099601)	4/34	0.10004109805479484	0.5465842862672571	0	0	2.2473172650148885	5.173715819710031	MEF2C;NETO1;SHISA8;SHANK3
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	4/34	0.10004109805479484	0.5459997041429071	0	0	2.2473172650148885	5.173715819710031	TRIM6;EDN1;WNT5A;GAS6
stem cell differentiation (GO:0048863)	4/34	0.10004109805479484	0.5454163711256603	0	0	2.2473172650148885	5.173715819710031	TGFB2;MEF2C;KIT;HOXB4
positive regulation of calcium ion transport (GO:0051928)	4/34	0.10004109805479484	0.5448342832162413	0	0	2.2473172650148885	5.173715819710031	P2RX7;CXCL12;PDGFB;ANK2
cell-matrix adhesion (GO:0007160)	8/91	0.10370517178883104	0.5641870912989391	0	0	1.6793140002309057	3.805666916276906	DDR1;BCAM;DLC1;ZYX;ITGA7;NPNT;ADAMTS9;FBLN5
regulation of JNK cascade (GO:0046328)	8/91	0.10370517178883104	0.5635862530760435	0	0	1.6793140002309057	3.805666916276906	MAP4K2;FLT4;SEMA3A;FZD7;TPD52L1;EGFR;CTGF;MAP3K5
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	5/48	0.10483644511016259	0.5691280631884678	0	0	1.9898121617319326	4.487730437886967	NLRX1;TNIP1;NOV;TMSB4X;CARD19
GTP metabolic process (GO:0046039)	3/22	0.10519883691677727	0.5704884854264766	0	0	2.6048450117218023	5.865858386725228	AK3;AK4;MOCS1
positive regulation of protein targeting to membrane (GO:0090314)	3/22	0.10519883691677727	0.5698828713230514	0	0	2.6048450117218023	5.865858386725228	TCAF2;CEMIP;MYO1C
regulation of DNA biosynthetic process (GO:2000278)	3/22	0.10519883691677727	0.5692785416609909	0	0	2.6048450117218023	5.865858386725228	MYC;PDGFB;ANKRD1
negative regulation of actin filament polymerization (GO:0030837)	3/22	0.10519883691677727	0.5686754923583839	0	0	2.6048450117218023	5.865858386725228	KANK1;TMSB4X;KANK4
negative regulation of sprouting angiogenesis (GO:1903671)	3/22	0.10519883691677727	0.5680737193505973	0	0	2.6048450117218023	5.865858386725228	KLF4;ADAMTS9;KLF2
protein localization to cell surface (GO:0034394)	3/22	0.10519883691677727	0.5674732185901844	0	0	2.6048450117218023	5.865858386725228	WNT11;ANK2;FBLN5
STAT cascade (GO:0097696)	3/22	0.10519883691677727	0.5668739860467945	0	0	2.6048450117218023	5.865858386725228	SOCS2;STAT3;JAK2
regulation of membrane protein ectodomain proteolysis (GO:0051043)	3/22	0.10519883691677727	0.5662760177070827	0	0	2.6048450117218023	5.865858386725228	TIMP3;TNFRSF1B;PTPN3
urogenital system development (GO:0001655)	3/22	0.10519883691677727	0.5656793095746201	0	0	2.6048450117218023	5.865858386725228	FOXF1;EPHB2;TBX18
negative regulation of protein import into nucleus (GO:0042308)	3/22	0.10519883691677727	0.5650838576698046	0	0	2.6048450117218023	5.865858386725228	SLC9A3R1;NOV;GAS6
regulation of ERBB signaling pathway (GO:1901184)	3/22	0.10519883691677727	0.5644896580297734	0	0	2.6048450117218023	5.865858386725228	RHBDF2;NRG1;EGFR
inner ear morphogenesis (GO:0042472)	3/22	0.10519883691677727	0.5638967067083135	0	0	2.6048450117218023	5.865858386725228	CHD7;ZIC1;EPHB2
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	3/22	0.10519883691677727	0.5633049997757759	0	0	2.6048450117218023	5.865858386725228	PIM3;CFTR;FOXA2
regulation of calcium ion import (GO:0090279)	3/22	0.10519883691677727	0.5627145333189879	0	0	2.6048450117218023	5.865858386725228	CXCL12;PDGFB;SLC30A1
negative regulation of protein polymerization (GO:0032272)	3/22	0.10519883691677727	0.562125303441167	0	0	2.6048450117218023	5.865858386725228	KANK1;STMN2;KANK4
transforming growth factor beta receptor signaling pathway (GO:0007179)	7/77	0.10786365019605418	0.5757617227515319	0	0	1.7365633411478685	3.867130932820762	TGFB2;TGFB3;UBC;ZYX;FOS;F11R;FMOD
regulation of wound healing (GO:0061041)	4/35	0.10852351043855847	0.5786786559748839	0	0	2.183108200300177	4.8482214619293105	KANK1;ANXA1;SERPINE1;FOXA2
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	4/35	0.10852351043855847	0.5780746072734487	0	0	2.183108200300177	4.8482214619293105	TGFB2;NRG1;LRP2;ZFPM2
endoplasmic reticulum organization (GO:0007029)	4/35	0.10852351043855847	0.5774718183190448	0	0	2.183108200300177	4.8482214619293105	GAK;VMP1;SEC61A1;SEC31A
regulation of interleukin-1 beta secretion (GO:0050706)	4/35	0.10852351043855847	0.5768702851749624	0	0	2.183108200300177	4.8482214619293105	P2RX7;AIM2;WNT5A;LGALS9
positive regulation of exocytosis (GO:0045921)	4/35	0.10852351043855847	0.5762700039208781	0	0	2.183108200300177	4.8482214619293105	SMPD3;SDC4;RAB27B;CFTR
interleukin-27-mediated signaling pathway (GO:0070106)	2/11	0.11009636742804903	0.5840143066375615	0	0	3.473126682295737	7.6631040346797965	STAT3;JAK2
replicative senescence (GO:0090399)	2/11	0.11009636742804903	0.5834078535673253	0	0	3.473126682295737	7.6631040346797965	MME;SERPINE1
regulation of myeloid leukocyte mediated immunity (GO:0002886)	2/11	0.11009636742804903	0.5828026586984795	0	0	3.473126682295737	7.6631040346797965	LYN;STXBP2
gas transport (GO:0015669)	2/11	0.11009636742804903	0.5821987181195173	0	0	3.473126682295737	7.6631040346797965	MYC;CYGB
positive regulation of extracellular matrix organization (GO:1903055)	2/11	0.11009636742804903	0.5815960279351285	0	0	3.473126682295737	7.6631040346797965	PDPN;FSCN1
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	2/11	0.11009636742804903	0.580994584266116	0	0	3.473126682295737	7.6631040346797965	LYN;KIT
myosin filament assembly (GO:0031034)	2/11	0.11009636742804903	0.5803943832493121	0	0	3.473126682295737	7.6631040346797965	OBSL1;MYOM3
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	2/11	0.11009636742804903	0.5797954210374966	0	0	3.473126682295737	7.6631040346797965	RCL1;TSR1
regulation of actin filament depolymerization (GO:0030834)	2/11	0.11009636742804903	0.5791976937993136	0	0	3.473126682295737	7.6631040346797965	LIMA1;WDR1
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)	2/11	0.11009636742804903	0.5786011977191907	0	0	3.473126682295737	7.6631040346797965	FAS;JAK2
negative regulation of myotube differentiation (GO:0010832)	2/11	0.11009636742804903	0.5780059289972574	0	0	3.473126682295737	7.6631040346797965	NOV;BDNF
positive regulation of mesenchymal cell proliferation (GO:0002053)	2/11	0.11009636742804903	0.5774118838492643	0	0	3.473126682295737	7.6631040346797965	MYC;CHRD
renal filtration (GO:0097205)	2/11	0.11009636742804903	0.5768190585065033	0	0	3.473126682295737	7.6631040346797965	SULF1;SULF2
synaptonemal complex assembly (GO:0007130)	2/11	0.11009636742804903	0.5762274492157274	0	0	3.473126682295737	7.6631040346797965	SYCE2;P3H4
cellular response to interferon-beta (GO:0035458)	2/11	0.11009636742804903	0.5756370522390719	0	0	3.473126682295737	7.6631040346797965	TRIM6;IRF1
negative regulation of potassium ion transport (GO:0043267)	2/11	0.11009636742804903	0.5750478638539757	0	0	3.473126682295737	7.6631040346797965	KCNH2;STK39
fatty acid transmembrane transport (GO:1902001)	2/11	0.11009636742804903	0.5744598803531025	0	0	3.473126682295737	7.6631040346797965	PRKAB2;MID1IP1
metanephric mesenchyme development (GO:0072075)	2/11	0.11009636742804903	0.5738730980442638	0	0	3.473126682295737	7.6631040346797965	WT1;WNT4
regulation of synaptic vesicle cycle (GO:0098693)	2/11	0.11009636742804903	0.573287513250341	0	0	3.473126682295737	7.6631040346797965	RIMS2;SYN1
synaptic transmission, GABAergic (GO:0051932)	2/11	0.11009636742804903	0.5727031223092092	0	0	3.473126682295737	7.6631040346797965	GABRA1;GABRE
positive regulation of glucose metabolic process (GO:0010907)	2/11	0.11009636742804903	0.5721199215736601	0	0	3.473126682295737	7.6631040346797965	PMAIP1;IRS2
carbohydrate derivative catabolic process (GO:1901136)	2/11	0.11009636742804903	0.5715379074113267	0	0	3.473126682295737	7.6631040346797965	FBXO2;ADAMTS9
glutathione biosynthetic process (GO:0006750)	2/11	0.11009636742804903	0.5709570762046079	0	0	3.473126682295737	7.6631040346797965	GGCT;OPLAH
midbrain dopaminergic neuron differentiation (GO:1904948)	2/11	0.11009636742804903	0.5703774243505931	0	0	3.473126682295737	7.6631040346797965	WNT5A;WNT2
interleukin-35-mediated signaling pathway (GO:0070757)	2/11	0.11009636742804903	0.569798948260988	0	0	3.473126682295737	7.6631040346797965	STAT3;JAK2
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	2/11	0.11009636742804903	0.5692216443620407	0	0	3.473126682295737	7.6631040346797965	APELA;HMOX1
positive regulation of T-helper cell differentiation (GO:0045624)	2/11	0.11009636742804903	0.5686455090944679	0	0	3.473126682295737	7.6631040346797965	ANXA1;IL18
cardiac muscle cell membrane repolarization (GO:0099622)	2/11	0.11009636742804903	0.5680705389133814	0	0	3.473126682295737	7.6631040346797965	KCNH2;ATP1B1
synaptonemal complex organization (GO:0070193)	2/11	0.11009636742804903	0.5674967302882163	0	0	3.473126682295737	7.6631040346797965	SYCE2;P3H4
negative regulation of blood vessel diameter (GO:0097756)	2/11	0.11009636742804903	0.5669240797026581	0	0	3.473126682295737	7.6631040346797965	EDN1;EDN2
morphogenesis of an epithelial sheet (GO:0002011)	2/11	0.11009636742804903	0.5663525836545708	0	0	3.473126682295737	7.6631040346797965	TBX20;SOX11
regulation of trophoblast cell migration (GO:1901163)	2/11	0.11009636742804903	0.5657822386559257	0	0	3.473126682295737	7.6631040346797965	APELA;ARHGDIB
regulation of lamellipodium morphogenesis (GO:2000392)	2/11	0.11009636742804903	0.5652130412327306	0	0	3.473126682295737	7.6631040346797965	KANK1;PDPN
embryonic eye morphogenesis (GO:0048048)	2/11	0.11009636742804903	0.564644987924959	0	0	3.473126682295737	7.6631040346797965	FBN2;EFEMP1
carnitine shuttle (GO:0006853)	2/11	0.11009636742804903	0.5640780752864801	0	0	3.473126682295737	7.6631040346797965	PRKAB2;MID1IP1
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	2/11	0.11009636742804903	0.5635122998849892	0	0	3.473126682295737	7.6631040346797965	CYP1B1;MAP3K5
positive regulation of tumor necrosis factor secretion (GO:1904469)	2/11	0.11009636742804903	0.562947658301938	0	0	3.473126682295737	7.6631040346797965	WNT5A;LGALS9
muscle cell migration (GO:0014812)	2/11	0.11009636742804903	0.5623841471324666	0	0	3.473126682295737	7.6631040346797965	DDR1;NOV
somite development (GO:0061053)	2/11	0.11009636742804903	0.5618217629853341	0	0	3.473126682295737	7.6631040346797965	SFRP2;SOX11
negative regulation of peptidase activity (GO:0010466)	6/63	0.11099679100425469	0.5658507737209907	0	0	1.8192568335834811	3.999188589547061	CRB2;SPOCK2;SERPINE1;TIMP3;SERPINB9;SERPINI1
second-messenger-mediated signaling (GO:0019932)	6/63	0.11099679100425469	0.5652860523899318	0	0	1.8192568335834811	3.999188589547061	EDN1;EDN2;PLCE1;NDNF;PPP1R9A;MCU
positive regulation of cytoskeleton organization (GO:0051495)	7/78	0.11347275158214072	0.5773194928451287	0	0	1.7142997085690495	3.730646245768078	P2RX7;EDN1;BAIAP2L1;WDR1;NCK2;CDC42EP2;CDC42EP1
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	7/78	0.11347275158214072	0.5767444734299443	0	0	1.7142997085690495	3.730646245768078	GREM1;NOV;UBC;CHRD;LRP2;SMAD6;NBL1
positive regulation of cellular metabolic process (GO:0031325)	8/93	0.11379612364843705	0.5778125561969893	0	0	1.6431997206560476	3.5712428886848326	GREM1;ATAD1;SFRP4;RAB1A;EDN1;PDGFB;KLF4;BVES
