Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
ILK_(Epidermis)_Hair_follicle_bulge_stem_cell_Knockout_21_day_old_epidermis_GSE68846_up	39/499	0.008372058194651595119939457845248398371040821075439453125	0.0223656010497776704115668877648204215802252292633056640625	0.000767600523982906444465934558962771916412748396396636962890625	0.002046410413323281225761451906919319299049675464630126953125	-0.6675518303247434	3.1928039587693915	KMT2E;CSF1R;CLIC4;BTG1;HSPA4L;SLC2A1;SLC3A2;HSP90B1;RGS2;LDHA;SERP1;CSRP1;ANPEP;FTH1;PGK1;PDIA3;HSPA5;LRRC75B;H2AFZ;VDR;DUSP1;HEG1;PGAM1;STAT3;MT2;FOS;OSMR;EHD3;DDIT4;SNAI2;HBP1;CALR;SERINC3;ALDOA;SGK1;RIN2;ATF3;NFE2L2;FGFR1
Dicer1_Non-small_cell_lung_cancer_cells_Knockout_GSE57043_up	40/498	0.00488875089971223079909901088058177265338599681854248046875	0.0141654007138655065045629299902429920621216297149658203125	0.000402769388618756944871190928125770369661040604114532470703125	0.0011644510546511173398886995755674433894455432891845703125	-0.5995391398398466	3.1900389154723485	CLIC4;SLC26A2;TFRC;STXBP1;HSPA4L;PLAT;MSMO1;PTGS2;LIPA;ZFYVE26;RMND5A;SCRN1;MAT2A;FTH1;MYO6;UBC;STOM;SERPINB9B;SLC12A6;SEC62;GATSL2;PDIA3;TPD52;UBE2H;PCYT1A;HSPA5;WFS1;HEG1;GFPT1;KLF3;UGDH;IMPACT;PLIN3;TMEM106B;HBP1;CALR;GPD1L;SERINC3;ATP6V0D1;SQSTM1
Dioxin_Liver_0.03_GSE62902_down	42/496	0.00152568320117125685343728580534161665127612650394439697265625	0.00527902618277607815766572230131714604794979095458984375	0.0001026300356787388109135183977826955015189014375209808349609375	0.000354168902965621193966450075407692565931938588619232177734375	-0.4887051587832453	3.169405904018644	ALAS1;MGST1;AK4;MSMO1;FOXO3;HERPUD1;CIART;PGRMC1;RMND5A;DBP;CLMN;FTH1;PGK1;TRP53INP2;PDK2;PDK1;CPT1A;TPI1;1600014C10RIK;IDH1;BNIP3;GPT2;KRT8;MT2;RNASE4;GFRA1;MT1;GPCPD1;4931406C07RIK;ASS1;TTC38;GSTZ1;PER1;METTL7A1;POR;NPC1;CTH;SHPK;ULK1;CALR;LPIN1;NGEF
Rosiglitazone_Tumor-HT-29_24hrs_GSE77039_down	41/497	0.0027714398638458959643615653334336457191966474056243896484375	0.00873037109652181723962183212961463141255080699920654296875	0.00020592526663160763927655494409663106125663034617900848388671875	0.000645563305753545893690692469846226231311447918415069580078125	-0.5378481639678175	3.1670588291038717	RB1;SLC45A4;SLC2A1;SLC7A11;GATA2;CHD2;FOXO3;PVR;ETS2;HID1;MFSD6;BLOC1S6;ADGRG1;MAT2A;ERBB3;NACC2;FTH1;MYO6;UBC;CAPN5;ABCD1;ST3GAL1;PDIA3;NQO1;XBP1;GDF15;ARRDC1;CHPF2;GFPT1;DYRK1B;KLF3;EREG;GPRC5A;HOXB9;KRT18;CYP2S1;GOLGB1;ULK1;TRIB3;FGFR3;MXD4
Phenobarbital_HepaRG-hCAR-KO_GSE71446_up	40/498	0.00488875089971223079909901088058177265338599681854248046875	0.0141654007138655065045629299902429920621216297149658203125	0.000402769388618756944871190928125770369661040604114532470703125	0.0011644510546511173398886995755674433894455432891845703125	-0.5867448889254566	3.1219630291805474	ALAS1;SRXN1;ABHD4;MGST1;SLC3A2;SLC7A11;PHF8;PGRMC1;SERP1;MAT2A;ERBB3;FTH1;AOX1;CD14;ACAD11;SMIM14;XBP1;ENTPD5;IDH1;GPT2;TXNRD1;SURF4;ARRDC3;OSGIN1;GPCPD1;VEGFA;ALDH3A2;UGDH;ALDH3A1;ALDH6A1;POR;SCCPDH;DDIT4;TRIM16;GCLM;SEC24D;SQSTM1;NFE2L2;ATF4;PRR13
ALS_(Familial)_Whole_lumbar_Spinal_Cord_GSE52946_down	42/494	0.00141304736903711852975817908628641816903837025165557861328125	0.00506439291216884655832952688570003374479711055755615234375	0.000094544439626440660603794163829860508485580794513225555419921875	0.000337918450423075017279017639992844124208204448223114013671875	-0.4730496185327286	3.1041547435884262	CLIC4;CLDND1;ATP8A1;TFRC;SLC2A1;NEDD4L;SLC7A11;ADD3;NDRG1;NCALD;ETS2;HSP90B1;CDH5;MAPK9;ABR;RASSF2;SCRN1;SESN3;KIF5C;ZMIZ1;NACC2;FTH1;UBC;CARNS1;STOM;CNNM2;SASH1;ARRDC4;NEBL;HEG1;GPCPD1;MTURN;ALDH6A1;VCAN;DDIT4;MAFF;TXNIP;TACC1;SERINC1;CD47;CALR;FGFR3
CDK12_HCT116_knockdown_GSE58107_down	40/498	0.00488875089971223079909901088058177265338599681854248046875	0.0141654007138655065045629299902429920621216297149658203125	0.000402769388618756944871190928125770369661040604114532470703125	0.0011644510546511173398886995755674433894455432891845703125	-0.5797279589334229	3.084627218631611	USO1;CPOX;MSMO1;OMA1;BRCA1;ADD3;MAPK9;MTBP;FRAT2;KIF3B;TBC1D31;CHMP1B;NIPAL3;PGK1;SEC11A;ZRANB3;NQO1;BNIP3L;CCDC18;KHNYN;GDF15;NEBL;CIRBP;ESCO2;KLHL24;KLF4;TMCO3;RBSN;ASS1;WDR54;PDP1;EID1;IBTK;PFKL;P4HA1;MTHFD2;DDIT4;PDCD4;CRELD2;ATF4
SNTA1_RKO_knockdown_GSE68219_up	40/498	0.00488875089971223079909901088058177265338599681854248046875	0.0141654007138655065045629299902429920621216297149658203125	0.000402769388618756944871190928125770369661040604114532470703125	0.0011644510546511173398886995755674433894455432891845703125	-0.5776432881185208	3.0735350637019705	PPP1R15A;CDKN1A;ALAS1;PLEKHB2;TFRC;UAP1;GLRX;ZFYVE26;CNST;SERP1;TMEM43;S100A16;SESN2;UBC;HMOX1;PGPEP1;SEC23B;ST3GAL1;CNPPD1;ATP6V0A1;IER3;GDF15;GADD45A;TXNRD1;GFPT1;ENTPD7;ATG13;PDP1;IRGQ;RRM2B;DDIT3;TXNIP;HYOU1;ALDH18A1;LPIN1;ATP6V0D1;SQSTM1;STK40;BCAT2;ATF4
LPS_BMDM_10_ng-ml_3_hrs_GSE78209_up	46/576	0.0029825443043499069890878150346225083922035992145538330078125	0.00915162768858308710295812460344677674584090709686279296875	0.0001729248960056891585949923051401810880634002387523651123046875	0.00056103563517057746835858811351727126748301088809967041015625	-0.5217962064848098	3.034233747832542	PPP1R15A;CDKN1A;CLIC4;PTGS2;INPP5B;HELZ2;ABR;LGALS3;RAB11FIP1;SERP1;PDE4B;STOM;CD14;HIVEP2;ST3GAL1;IER3;TOR3A;DUSP1;STAT2;STAT3;ARID5A;MTHFR;NFXL1;TRAFD1;ARID5B;APOBR;MT2;CFLAR;MT1;FNDC3A;CORO2A;PARP14;KLF3;ASS1;PNRC1;VCAN;CD47;NUPR1;MXD1;SGK1;RIN2;SQSTM1;ATF3;STK40;GAS7;PRR13
FUS_Motor_neuron_Knockdown_GSE77707_up	41/497	0.0027714398638458959643615653334336457191966474056243896484375	0.00873037109652181723962183212961463141255080699920654296875	0.00020592526663160763927655494409663106125663034617900848388671875	0.000645563305753545893690692469846226231311447918415069580078125	-0.5142156635785028	3.0279014906096227	NDRG4;PLEKHB2;TFRC;PIK3R3;MSMO1;HK1;BLOC1S6;CNST;SV2C;SESN3;KIF5C;UBC;PGK1;HIVEP2;GPRASP1;PLXNA4;MFAP3L;PRPH;SRPK2;SLC30A9;TPI1;HSPA5;ZBTB38;TXNRD1;PDE4DIP;RAB27B;GPCPD1;SLC4A8;IRGQ;IBTK;EML6;PREPL;GNAL;MTHFD2;ZADH2;TXNIP;SRPRB;CALR;ALDOA;ATF4;TMEM45A
Bcl9/9l_Colorectal_tumor_Knockout_GSE60837_down	42/495	0.00146842034641710855215335218559857821674086153507232666015625	0.005191344757306135850039030543712215148843824863433837890625	0.000098512014573299701400595218547806553033296950161457061767578125	0.0003473282681839102927108531293498572267708368599414825439453125	-0.4614474584461701	3.010283896791249	EPHB6;TFRC;STXBP1;SLC41A1;PIK3R3;PLAT;SLC1A4;SLC3A2;SLC7A11;PTGS2;CLCN3;ETS2;HSP90B1;IL1RL1;CSRP1;FTH1;TRP53INP2;TRP53INP1;PDIA3;HSPA5;ZBTB38;TXNRD1;STAT3;MT2;GPCPD1;EML1;EREG;TUBB2A;KRT18;NPC1;SLPI;KITL;RHOJ;PMP22;RELL1;SERINC1;CD47;NUPR1;SERINC3;ALDOA;SQSTM1;NFE2L2
H2A.Z_Hippocampus_(CA1_subregion)_viral_Knockdown_GSE58797_down	42/495	0.00146842034641710855215335218559857821674086153507232666015625	0.005191344757306135850039030543712215148843824863433837890625	0.000098512014573299701400595218547806553033296950161457061767578125	0.0003473282681839102927108531293498572267708368599414825439453125	-0.460372276541516	3.0032698744698347	SATB1;HSPA4L;SEL1L;GHITM;NDRG1;HERPUD1;HSP90B1;APH1B;MAT2A;TUBB3;FTH1;EPB41L3;PGK1;MAL2;HIVEP2;ATP6V0A1;PDIA3;XBP1;HSPA5;PEG3;WFS1;GPT2;TSC22D3;FAM219A;KCNAB2;PDIA6;PDIA4;MANF;POU6F1;NR4A2;DNAJC3;SLC4A8;PREPL;IMPACT;P4HA1;NOV;STAC2;KLF9;SIK3;HYOU1;SERINC1;CALR
Dgcr8_Cone_photoreceptors_-_Post_natal_day_30_knockout_GSE58498_up	40/498	0.00488875089971223079909901088058177265338599681854248046875	0.0141654007138655065045629299902429920621216297149658203125	0.000402769388618756944871190928125770369661040604114532470703125	0.0011644510546511173398886995755674433894455432891845703125	-0.5641802579638315	3.0019007244908407	PLEKHB2;TFRC;STXBP1;HSPA4L;OTUD7B;UAP1;VLDLR;GHITM;CHD2;CLCN3;HK1;HSP90B1;LDHA;SCRN1;MAT2A;RDH12;PGK1;SLC12A6;SEC62;TPD52;SRPK2;GABARAPL1;NDFIP1;HSPA5;PLEKHA1;PEG3;HEG1;PGAM1;ARRDC3;PDE4DIP;SMARCA2;AHI1;SNRK;PREPL;GOLGB1;MADD;NBR1;SERINC1;CALR;ALDOA
MEF2_Skeletal_muscle_(C2C12_Myoblast)_Silencing_GSE61205_up	41/496	0.002673555426457674931428609710337696014903485774993896484375	0.00852523433779763493978176569498828030191361904144287109375	0.00019805332524206346119129140692649571064976043999195098876953125	0.000628457014975425756232729757044808138743974268436431884765625	-0.5033904920498289	2.982259484254525	SLC48A1;EPHB6;SPON2;CLIC4;SLC27A1;CDKN1B;BTG1;HSP90B1;LGALS3;LDHA;SERP1;NXF3;CSRP1;ANPEP;FTH1;UBC;ESD;SEC62;PDIA3;GABARAPL1;PRRX1;HSPA5;PEG3;IDH1;NEK7;MT2;MT1;FNDC3A;KLF3;PDIA6;ASS1;FOSL2;ALDH3A1;VCAN;TMEM106B;HBP1;CALR;RIN2;SQSTM1;NFE2L2;FGFR1
JAK3i_(CP-690550)_iPSC-WA_2uM-24hrs_GSE57896_up	42/496	0.00152568320117125685343728580534161665127612650394439697265625	0.00527902618277607815766572230131714604794979095458984375	0.0001026300356787388109135183977826955015189014375209808349609375	0.000354168902965621193966450075407692565931938588619232177734375	-0.4593849893553731	2.9792554289901187	SPON2;PDE3B;SLC2A1;PIK3R3;PLAT;MSMO1;VLDLR;SLC2A4;ADD3;FAM214A;LIPE;LGALS3;CSRP1;MAT2A;CLMN;S100A16;SLC17A5;CHP1;IGFBP6;ACAD11;SASH1;TOR3A;PEX19;DUSP1;IDH1;GPT2;TSC22D3;PDE4DIP;PRSS12;EREG;GCLC;VCAN;ACER3;DDIT4;TMEM119;PTX3;CRELD1;KDELR3;CPEB2;PFKP;GPR146;PCYOX1
SYKi_(R406)_iPSC-WA_1uM-24hrs_GSE57896_down	42/495	0.00146842034641710855215335218559857821674086153507232666015625	0.005191344757306135850039030543712215148843824863433837890625	0.000098512014573299701400595218547806553033296950161457061767578125	0.0003473282681839102927108531293498572267708368599414825439453125	-0.4557485054104164	2.973106388847297	SPON2;CDKN1A;TRAM1;CLIC4;MGST1;PLAT;PLOD2;HSP90B1;LGALS3;LDHA;PGRMC1;CSRP1;MAT2A;TMEM43;S100A16;TUBB3;DNAJB4;UBC;PGK1;AOX1;STOM;CYP1B1;PDIA3;CAST;BNIP3L;UBE2H;TPI1;MCAM;PGAM1;STAT3;OSMR;ASS1;FOSL2;TUBB2A;PLIN3;TXNIP;PTX3;CD248;CALR;LPIN1;ALDOA;RHOQ
Gsa_Cerebellum_knockout_GSE60415_down	50/703	0.0173802921311407808369065008946563466452062129974365234375	0.043152213859950681873467459581661387346684932708740234375	0.00109038884078355179964303633965982953668572008609771728515625	0.0029010140733321081174533873081600177101790904998779296875	-0.730496142878864	2.960275974605577	RAB3A;BTG1;PLEKHB2;ATP8A1;CERK;VLDLR;GHITM;HK1;MMP24;DBP;SCRN1;KIF5C;GPRASP1;TRP53INP2;APPL2;PDK2;TPI1;PEG3;DUSP1;PGAM1;FOS;ARHGEF9;PREPL;MADD;ELMO1;CD47;ALDOA;TSPYL4;GAS7;NDRG4;STXBP1;HSPA4L;ADAM22;PIK3R3;6430548M08RIK;AK4;MAPK9;CLMN;NACC2;CHN2;PLXNA4;ATP6V0A1;SMARCA2;PINK1;SNRK;GNAL;CSDC2;RCAN3;SERINC1;PFKP
LKB1_SSP25_knockdown_GSE59855_down	42/496	0.00152568320117125685343728580534161665127612650394439697265625	0.00527902618277607815766572230131714604794979095458984375	0.0001026300356787388109135183977826955015189014375209808349609375	0.000354168902965621193966450075407692565931938588619232177734375	-0.45211668144847084	2.932118177462601	PPP1R15A;SRXN1;ABHD4;SLC3A2;HK1;PGRMC1;SERP1;KIF3B;PPME1;FTH1;UBC;SLC17A5;CYP1B1;GPAT3;IKBKG;RFFL;MAF1;CAST;SMIM14;NQO1;UBE2H;MAP2K1;PCYT1A;FBXO18;GADD45A;TXNRD1;LIMK1;OSGIN1;ALDH3A2;DNAJC3;KCTD9;SCCPDH;GNPDA1;TMBIM1;NBR1;SRPRB;CD47;TRIM16;GLA;SQSTM1;NFE2L2;ATF4
CrX_Retina_Knockout_GSE61389_down	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.5470505589433698	2.9291865287014547	CALCOCO1;PELI3;RTKN2;NEDD4L;CCNDBP1;HK1;LDHA;ALKBH5;KIF3B;RDH12;ARL13B;MKNK1;FTH1;STOM;TLDC1;ST3GAL1;IER3;PIAS3;CPT1A;CDK19;SLC31A2;SGTB;GADD45A;HEG1;MOK;AGTRAP;MTHFR;TRAFD1;TUBE1;TMEM230;SNRK;KIF9;KRT18;CDK2AP2;ARHGEF2;SEC22A;ZSCAN29;MDM1;GAS7;CNGB1
Bmal1_Liver_Knockout_ZT16_GSE70499_down	39/499	0.008372058194651595119939457845248398371040821075439453125	0.0223656010497776704115668877648204215802252292633056640625	0.000767600523982906444465934558962771916412748396396636962890625	0.002046410413323281225761451906919319299049675464630126953125	-0.6108730698652484	2.921717636250907	CLIC5;RBM47;ALAS1;ZFAND4;HSPA4L;AK4;MSMO1;FOXO3;CSAD;CLCN2;HERPUD1;HELZ2;SERP1;ERBB3;CLMN;TRP53INP2;PDK2;SLC36A1;PLK3;GPT2;SYVN1;ARID5B;MT1;VEGFA;PER2;ALDH3A2;TOM1L2;RCAN1;DOPEY2;POR;SNRK;GSTA4;SCNN1A;MAPRE3;HYOU1;LPIN1;CRELD2;FGFR3;GPR146
beta-catenin_Skin_Mutation_(Deletion)_GSE75944_up	39/499	0.008372058194651595119939457845248398371040821075439453125	0.0223656010497776704115668877648204215802252292633056640625	0.000767600523982906444465934558962771916412748396396636962890625	0.002046410413323281225761451906919319299049675464630126953125	-0.6044506585425645	2.891000170783192	SLC26A2;SEL1L;PLOD2;MIA3;MAGT1;HSP90B1;SV2C;SESN3;ZMIZ1;CREB3L2;UBC;ST3GAL1;PDIA3;PRRX1;HSPA5;PEG3;HEG1;SURF4;ALG2;PRSS35;FNDC3A;KLF4;SMARCA2;PDIA4;TMEFF2;VCAN;TBL2;KAT6B;GOLGB1;TMEM57;DNAJB11;PMP22;PTX3;HYOU1;CD248;CALR;SERINC3;LCORL;GAS7
Ezh2_Spleen_Knockout_GSE76602_up	39/499	0.008372058194651595119939457845248398371040821075439453125	0.0223656010497776704115668877648204215802252292633056640625	0.000767600523982906444465934558962771916412748396396636962890625	0.002046410413323281225761451906919319299049675464630126953125	-0.5930822676275147	2.8366267995039136	CSF1R;CDKN1A;ALAS1;BTG1;MGST1;6430548M08RIK;GLRX;SLC3A2;SLC7A11;SGMS2;GATA2;ERO1L;IL1RL1;ABR;LGALS3;ANPEP;FTH1;ESD;STOM;CD14;LGALS8;ATP6V0A1;IDH1;KCNAB2;ASS1;FOSL2;DHRS7;VCAN;NPC1;SLPI;NOV;G6PDX;CD47;CALR;MXD1;ATP6V0D1;GLA;LRP12;NFE2L2
Baf60c_Cardiac_precursor_stage_(D5.3)_knockout_GSE59383_down	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5737681914039583	2.7622963861963394	PPP1R15A;BTG1;ATP8A1;ADAM22;PIK3R3;NEDD4L;SLC1A4;UBR2;SLC3A2;ADD3;CDH5;SERP1;SESN3;ZMIZ1;UBC;PLXNA4;TRP53INP2;PDIA3;HSPA5;NEBL;H2AFZ;DUSP1;IDH1;SURF4;NAGA;FOS;FBXO32;PDIA6;PDIA4;NR4A1;VCAN;IMPACT;MTHFD2;CTH;SIK3;CALR;SGK1;SSBP2;CPEB2
Tamoxifen_Cecum_(GIST_tumors)_GSE64608_up	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.5071692886318769	2.715641952548267	TNXB;PLOD2;SLC1A4;UBR2;HSD17B11;FAM214A;PTGS1;LGALS3;LDHA;SERP1;CSRP1;S100A16;FTH1;AOX1;STOM;CHP1;IP6K1;TPD52;IDH1;AGL;TXNRD1;STAT3;CIRBP;KRT8;SERPINB9;CORO2A;VEGFA;PINK1;GCLC;KRT18;SLCO2A1;PMP22;TXNIP;TMEM106B;TACC1;SERINC1;SERINC3;MXD1;SGK1;SQSTM1
Panobinostat_+_5-Azacytidine_JJN3_24hr-10nM_GSE56623_up	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.5002203010977743	2.6784335440378664	CDKN1A;TRAM1;NARF;CLDND1;USO1;SLC41A1;CLCN3;FOXO3;ADD3;HERPUD1;MAP1LC3B;SESN3;TUBB3;FTH1;HLTF;UBC;HMOX1;CHP1;SARAF;ATP6V0A1;CAST;UBE2H;NDFIP1;ZBTB38;TXNRD1;STAT3;SMARCA2;MTURN;RBL2;PINK1;NPC1;NBR1;SERINC1;CALR;LPIN1;SERINC3;ATP6V0D1;SQSTM1;YPEL3;MXD4
MeCP2_Visual_Cortex_Knockout_GSE67294_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.550904200087081	2.6522221061389266	NDRG4;RAB3A;SATB1;STXBP1;HSPA4L;ADAM22;CLCN3;SIPA1L2;FOXO3;NCALD;HK1;MAPK9;RMND5A;CSRP1;KIF5C;FTH1;EPB41L3;WDR7;GPRASP1;ATP6V0A1;GABARAPL1;TPI1;PEG3;KCNAB2;FOS;MTURN;FOSL2;PDP1;AHI1;PINK1;PREPL;IMPACT;KIFC2;SERINC1;ALDOA;SGK1;DZIP1;SQSTM1;TSPYL4
NNK_Lung_100_mg-kg_GSE64027_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5505195675180943	2.6503703667583838	KMT2E;PI4K2B;CLIC4;BTG1;ATP8A1;SEL1L;DENND3;SLC3A2;ETS2;PTGS1;HELZ2;ABR;LDHA;ALKBH5;ADGRG1;RAB11FIP1;ERBB3;ZMIZ1;FTH1;AOX3;UBC;ST3GAL1;PLXNA4;SASH1;ATP6V0A1;CPT1A;DUSP1;HEG1;STAT3;RNASE4;POR;NPC1;SCNN1A;SLCO2A1;TXNIP;ARHGEF2;SERINC3;ALDOA;RIN2
PU.1_K562_Overexpression_GSE74999_up	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.49355826919664225	2.64276164172546	TRAM1;CLIC4;TFRC;MSMO1;SLC7A11;GHITM;GATA2;HK1;HSP90B1;GOLGA2;LDHA;MAT2A;FTH1;UBC;PGK1;ATP6V0A1;STIL;SDF2L1;USP20;HSPA5;PHF10;H2AFZ;TXNRD1;GFPT1;KRT8;GTPBP2;PDIA6;PDIA4;VEGFA;POR;KRT18;MTHFD2;DDIT4;TXNIP;TRIB3;CALR;LRIF1;GCLM;ALDOA;STK40
Down_Sydrome_iPSCs_GSE52249_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5432281395617498	2.6152671919993615	CDKN1A;CLIC4;RBM47;TFRC;USO1;MGST1;SLC3A2;CLN8;VSIG10;HK1;MMP24;FRAT2;SCRN1;ERBB3;ANPEP;MAL2;STOM;CYP1B1;PIM2;PDIA3;KDM4A;HSPA5;GFPT1;VASH2;KRT8;CTPS2;SERPINB9;ASS1;PDIA4;KRT18;RRM2B;MTHFD2;CYP2S1;MKRN1;SCNN1A;RAB5A;PFKP;ATF4;PRR13
PRMT5_MV4-11_knockdown_GSE75215_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5411773240921635	2.6053939361352954	CDKN1A;PXK;MGST1;SLC1A4;SLC3A2;VLDLR;SLC7A11;GHITM;ABR;MAT2A;FTH1;SESN2;EPB41L3;PDIA3;TOR3A;KDM4A;NQO1;CPT1A;XBP1;HSPA5;GDF15;H2AFZ;IDH1;GPT2;TXNRD1;SURF4;CFLAR;PTPN13;ASS1;VEGFA;MTHFD2;DDIT4;PDCD4;SRPRB;TRIB3;FAR1;HYOU1;CALR;SQSTM1
LPS_BMDM_10_ng-ml_6_hrs_GSE78209_down	44/573	0.007240322787208598211139420897097807028330862522125244140625	0.0206119473657732747706727849390517803840339183807373046875	0.000513685542635827709252727135691429793951101601123809814453125	0.00146237394085166707603795632763876710669137537479400634765625	-0.5176406688665932	2.5509795396877846	SLC48A1;CSF1R;SLC35F6;SLC27A1;PLEKHB2;CERK;SLC3A2;LIPA;HSP90B1;ABR;LGALS3;LDHA;ZMIZ1;ANPEP;ESD;PGK1;STOM;HMOX1;ST3GAL1;ATP6V0A1;PDIA3;TPI1;HSPA5;EDEM1;PGAM1;NFATC2;KCNAB2;PARVB;GPR137B;SLC6A8;GNPDA1;NPC1;ZDHHC9;G6PDX;PMP22;TXNIP;CALR;SERINC3;GCLM;ALDOA;RAB7B;SQSTM1;NFE2L2;PRR13
Tamoxifen_Cecum_(GIST_tumors)_GSE64608_down	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5298253298270614	2.5507419473976767	TRIM12C;CLIC4;NDRG4;FAM114A1;HSPA4L;GHITM;HK1;HSP90B1;HELZ2;DBP;CREB3L2;UBC;GPRASP1;TRP53INP2;PDIA3;TOR3A;MAP2K1;NDFIP1;HSPA5;PLEKHA2;TSC22D3;STAT2;PGAM1;VWA5A;PRSS35;BPGM;PARP14;PDIA6;PDIA4;DOPEY2;TUBB2A;TMX2;P4HA1;KITL;RELL1;CD47;CALR;ALDOA;FGFR1
Dioxin_Liver_1_GSE62902_down	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.4757453875608807	2.547382426638637	TRAM1;ABCD3;ALAS1;ZFAND4;MGST1;DERL2;MSMO1;HSD17B11;CLN8;CSAD;TOB1;HERPUD1;CIART;SERP1;DBP;CPT2;CHP1;SEC62;SLC25A44;TRP53INP2;PDK1;ACBD5;HSDL2;GPT2;MT2;RNASE4;GFRA1;MT1;PDIA6;ASS1;TTC38;VEGFA;DNAJC3;CYP39A1;PER1;RNF103;TMEM106B;ULK1;LPIN1;ATF4
AUF1_Skeletal_muscle_hindlimb_Knockout_GSE83555_down	41/496	0.002673555426457674931428609710337696014903485774993896484375	0.00852523433779763493978176569498828030191361904144287109375	0.00019805332524206346119129140692649571064976043999195098876953125	0.000628457014975425756232729757044808138743974268436431884765625	-0.41937809745932014	2.484540984363435	PPP1R15A;KMT2E;CSF1R;CLIC5;CLIC4;BTG1;SLC43A3;NDRG1;HSP90B1;CDH5;LDHA;MAP1LC3B;ADGRG1;CSRP1;MAT2A;FTH1;UBC;PDE4B;IER3;PDIA3;HSPA5;DUSP1;HEG1;STAT3;ARID5A;CFLAR;FOS;KLF4;NR4A1;RCAN1;KITL;TMBIM1;PMP22;TXNIP;TACC1;SERINC3;ALDOA;ATF3;GAS7;ATF4;PRR13
miR21_Mammary_gland_Knockout_GSE50068_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5150413774220839	2.479567457570971	CLIC4;TNXB;AREG;ETS2;HSP90B1;LIPE;LDHA;RMND5A;CSRP1;MAT2A;ERBB3;ZMIZ1;ANPEP;FTH1;UBC;CYP1B1;IGFBP6;ST3GAL1;TRP53INP2;PDIA3;XBP1;HSPA5;MCAM;IDH1;STAT3;KRT8;FBXO32;SMARCA2;FOSL2;KRT18;G6PDX;TXNIP;CALR;SERINC3;ALDOA;RIN2;SQSTM1;RHOQ;FGFR1
HNRNPA2B1_MDA-MB_knockdown_GSE70061_down	41/496	0.002673555426457674931428609710337696014903485774993896484375	0.00852523433779763493978176569498828030191361904144287109375	0.00019805332524206346119129140692649571064976043999195098876953125	0.000628457014975425756232729757044808138743974268436431884765625	-0.41216146409464954	2.4417871508364284	CLIC4;CLDND1;USO1;SLC2A1;NEDD4L;PLAT;PLOD2;UBR2;CHD2;HK1;HSP90B1;LDHA;SCRN1;MYO6;UBC;PGK1;SLC16A3;CD55;HSPA5;ZBTB38;TXNRD1;STAT2;HEG1;GFPT1;KRT8;PARP14;FOSL2;PDIA4;VEGFA;IBTK;KRT18;GOLGB1;NBR1;TXNIP;TACC1;HYOU1;ARHGEF2;CALR;ALDOA;PFKP;ATF4
