Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Toll Like Receptor 5 (TLR5) Cascade_Homo sapiens_R-HSA-168176	32/82	0.04411296901609221	0.3970167211448299	0	0	1.3141737748409645	4.101538267035729	ATF1;ATF2;APP;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1
MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871	32/82	0.04411296901609221	0.3946949859334566	0	0	1.3141737748409645	4.101538267035729	ATF1;ATF2;APP;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1
Hedgehog 'on' state_Homo sapiens_R-HSA-5632684	33/85	0.04449993881422275	0.39584247898698144	0	0	1.3074096451175183	4.069008501628587	PSMD12;PSMD11;PSMD14;DHH;ARRB2;PSMB10;PSMA7;GLI2;PSMB6;PSMD9;UBB;PSMB2;PSMB3;PSMD2;SUFU;BOC;PSMD3;UBC;PSMB1;SPOP;PSMF1;RPS27A;CDON;KIF7;PSMB8;RBX1;PSMC5;PSMA2;GPR161;PSME3;PSME4;PSMC2;GAS1
ER Quality Control Compartment (ERQC)_Homo sapiens_R-HSA-901032	6/10	0.04510239535700476	0.3988824560474988	0	0	2.020542178817983	6.261296356467813	EDEM3;EDEM1;SEL1L;SYVN1;DERL2;UGGT1
HDR through MMEJ (alt-NHEJ)_Homo sapiens_R-HSA-5685939	6/10	0.04510239535700476	0.3965900281391798	0	0	2.020542178817983	6.261296356467813	POLQ;FEN1;RAD50;PARP1;LIG3;NBN
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation_Homo sapiens_R-HSA-975163	6/10	0.04510239535700476	0.39432379940695594	0	0	2.020542178817983	6.261296356467813	UBB;IRAK2;UBC;TAB1;RPS27A;MAP3K7
IRAK2 mediated activation of TAK1 complex_Homo sapiens_R-HSA-937042	6/10	0.04510239535700476	0.39208332327396184	0	0	2.020542178817983	6.261296356467813	UBB;IRAK2;UBC;TAB1;RPS27A;MAP3K7
WNT5A-dependent internalization of FZD4_Homo sapiens_R-HSA-5099900	8/15	0.047178102073948666	0.4078107128426071	0	0	1.7960374922826514	5.484784972832565	FZD4;WNT5A;CLTC;DVL2;CLTA;AP2B1;ARRB2;AP2A2
Association of licensing factors with the pre-replicative complex_Homo sapiens_R-HSA-69298	8/15	0.047178102073948666	0.40551964142214303	0	0	1.7960374922826514	5.484784972832565	ORC5;ORC4;UBB;ORC1;UBC;E2F3;CDC6;RPS27A
Constitutive Signaling by NOTCH1 HD Domain Mutants_Homo sapiens_R-HSA-2691232	8/15	0.047178102073948666	0.4032541685650361	0	0	1.7960374922826514	5.484784972832565	JAG2;JAG1;UBB;UBC;MIB2;ADAM10;RPS27A;DLL1
Signaling by NOTCH1 HD Domain Mutants in Cancer_Homo sapiens_R-HSA-2691230	8/15	0.047178102073948666	0.40101386762856367	0	0	1.7960374922826514	5.484784972832565	JAG2;JAG1;UBB;UBC;MIB2;ADAM10;RPS27A;DLL1
Transcriptional regulation of pluripotent stem cells_Homo sapiens_R-HSA-452723	18/42	0.04779079488995978	0.4039774374676158	0	0	1.4432444134414162	4.388794025286067	EOMES;EPAS1;STAT3;GATA6;KLF4;FGF2;PBX1;HHEX;POLR2A;POLR2B;ZIC3;POLR2E;POLR2F;POLR2G;NANOG;POLR2H;EPHA1;POLR2K
Abortive elongation of HIV-1 transcript in the absence of Tat_Homo sapiens_R-HSA-167242	11/23	0.05088281762101798	0.4277511591217445	0	0	1.6105770990578125	4.796669007493842	CTDP1;NCBP1;POLR2A;NCBP2;POLR2B;POLR2E;POLR2F;POLR2G;POLR2H;GTF2F1;POLR2K
APC/C:Cdc20 mediated degradation of Cyclin B_Homo sapiens_R-HSA-174048	11/23	0.05088281762101798	0.4254137210937568	0	0	1.6105770990578125	4.796669007493842	CDC23;ANAPC16;ANAPC7;UBB;UBC;CDC27;UBE2D1;ANAPC4;RPS27A;ANAPC10;ANAPC1
Regulation of HSF1-mediated heat shock response_Homo sapiens_R-HSA-3371453	31/80	0.051563559924342556	0.42876221024045713	0	0	1.304933490486614	3.869049580261472	GSK3B;POM121;NUP107;RPS19BP1;HSPA14;AAAS;UBB;BAG2;NUP85;HSF1;SERPINH1;MAPK1;NUP43;NUP88;MAPK3;NDC1;HSPA8;HSPA5;NUP155;HSPA4;ST13;HSPA2;HSPA12A;DNAJC2;DNAJC7;NUP50;COL4A6;NUP35;NUPL2;TNFRSF21;HSPA1A
Late Phase of HIV Life Cycle_Homo sapiens_R-HSA-162599	47/128	0.05170142105665744	0.4275847254955994	0	0	1.23652971880788	3.6629349040518724	GTF2A1;POM121;CCNT2;NUP107;CTDP1;RNMT;GTF2B;AAAS;GTF2E1;UBB;POLR2A;NUP85;POLR2B;UBC;POLR2E;RCC1;POLR2F;NUP88;NUP43;POLR2G;POLR2H;TAF9B;RPS27A;POLR2K;NDC1;RANBP1;RNGTT;NUP155;NCBP1;TAF12;NCBP2;VTA1;VPS37C;GTF2F1;RANGAP1;NUP50;CHMP2B;ERCC2;CHMP4C;NMT1;NUP35;TAF5;MNAT1;NUPL2;RAN;TAF2;CHMP5
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138	32/83	0.05190687176547095	0.4269758806514546	0	0	1.298340355866977	3.840885589668063	ATF1;ATF2;APP;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1
Rho GTPase cycle_Homo sapiens_R-HSA-194840	45/122	0.05211408978314652	0.4263880073166534	0	0	1.242136585338924	3.669668869212845	ARHGAP9;ARHGAP8;FAM13B;RASGRF2;FAM13A;ARHGDIG;ARHGAP19;ARHGAP1;ARHGAP5;KALRN;ARHGAP6;RHOBTB1;ARHGAP44;SYDE2;INPP5B;FGD3;CDC42;SYDE1;RHOT1;CHN2;ARHGDIB;TAGAP;SRGAP2;SRGAP1;VAV3;PLEKHG5;ARAP2;ARHGAP29;ARHGAP28;RHOF;ARAP1;ARHGAP26;GMIP;ARHGAP23;VAV2;RHOB;NET1;TIAM1;ARHGAP31;DEPDC7;DLC1;ARHGEF4;RHOV;ARHGEF7;ARHGEF6
MyD88:Mal cascade initiated on plasma membrane_Homo sapiens_R-HSA-166058	35/92	0.05257353243902099	0.42785906718990485	0	0	1.2811408742505328	3.7736548570139385	ATF1;ATF2;APP;LY96;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;IRAK3;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1;TLR4
Toll Like Receptor TLR1:TLR2 Cascade_Homo sapiens_R-HSA-168179	35/92	0.05257353243902099	0.42559526260159847	0	0	1.2811408742505328	3.7736548570139385	ATF1;ATF2;APP;LY96;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;IRAK3;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1;TLR4
Toll Like Receptor TLR6:TLR2 Cascade_Homo sapiens_R-HSA-168188	35/92	0.05257353243902099	0.4233552875352743	0	0	1.2811408742505328	3.7736548570139385	ATF1;ATF2;APP;LY96;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;IRAK3;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1;TLR4
Toll Like Receptor 2 (TLR2) Cascade_Homo sapiens_R-HSA-181438	35/92	0.05257353243902099	0.42113876770524666	0	0	1.2811408742505328	3.7736548570139385	ATF1;ATF2;APP;LY96;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;IRAK3;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1;TLR4
Golgi-to-ER retrograde transport_Homo sapiens_R-HSA-8856688	41/110	0.05267499273518608	0.4197538483585141	0	0	1.2551852929020804	3.6947815746634003	DCTN6;COPB2;RAB1A;COPA;ARF1;NBAS;COPB1;RAB1B;STX18;DCTN3;KIF11;PLA2G6;BICD1;NAPG;KLC4;KIF5C;TMED2;KIF21A;KIF1B;DYNC1I1;SURF4;GBF1;COPZ2;KIF6;DYNLL2;KIF27;COPZ1;ARFGAP1;ARCN1;RINT1;KIF18B;KIFC2;KIF26B;RAB3GAP2;KDELR2;KDELR3;COPG1;KIF20B;COPE;PAFAH1B2;PAFAH1B1
mRNA 3'-end processing_Homo sapiens_R-HSA-72187	21/51	0.05309414889024467	0.42090180208328676	0	0	1.3866465933064587	4.070762522978846	FYTTD1;CPSF7;NCBP1;CPSF1;NCBP2;POLDIP3;CSTF3;EIF4A3;UPF3B;THOC3;U2AF1;CASC3;THOC5;SRRM1;DDX39B;U2AF2;MAGOH;CSTF1;RNPS1;SRSF6;SLU7
Post-Elongation Processing of Intron-Containing pre-mRNA_Homo sapiens_R-HSA-112296	21/51	0.05309414889024467	0.41873220516533166	0	0	1.3866465933064587	4.070762522978846	FYTTD1;CPSF7;NCBP1;CPSF1;NCBP2;POLDIP3;CSTF3;EIF4A3;UPF3B;THOC3;U2AF1;CASC3;THOC5;SRRM1;DDX39B;U2AF2;MAGOH;CSTF1;RNPS1;SRSF6;SLU7
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA_Homo sapiens_R-HSA-428359	5/8	0.05559092622508699	0.436174959612221	0	0	2.1047314362687324	6.082116704062691	MYC;IGF2BP1;IGF2;IGF2BP3;ACTB
Linoleic acid (LA) metabolism_Homo sapiens_R-HSA-2046105	5/8	0.05559092622508699	0.43394957716521987	0	0	2.1047314362687324	6.082116704062691	ELOVL1;FADS2;ELOVL3;ABCD1;FADS1
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_Homo sapiens_R-HSA-936964	9/18	0.05604394964300732	0.4352651926588893	0	0	1.6837851490149858	4.85202741370531	TBK1;UBB;UBC;LY96;RPS27A;TANK;IKBKE;TLR4;TLR3
Influenza Infection_Homo sapiens_R-HSA-168254	53/147	0.05629982879209697	0.43504413157529476	0	0	1.2141579986094455	3.493210006865845	RPL5;RPL30;NUP107;RPLP1;RPLP0;CLTA;RPL9;RPL6;RPL35;RPL38;RPL37;KPNA2;KPNA1;NDC1;RPL21;RPS8;RPL23;RPL22;RPS6;GTF2F1;NUP50;CANX;RPL24;RPL27;RPL26;KPNB1;POM121;RPL11;AAAS;RPS15A;POLR2A;NUP85;POLR2B;POLR2E;POLR2F;NUP88;NUP43;POLR2G;POLR2H;RPS27A;POLR2K;RPL19;NUP155;EIF2AK2;RPL35A;RPL23A;NUP35;CALR;FAU;GRSF1;NUPL2;RAN;HSPA1A
Cleavage of Growing Transcript in the Termination Region_Homo sapiens_R-HSA-109688	24/60	0.0566260935301283	0.43536644774420247	0	0	1.3470281192119886	3.8677021499579918	FYTTD1;CPSF7;NCBP1;CPSF1;NCBP2;POLDIP3;CSTF3;EIF4A3;UPF3B;THOC3;U2AF1;CASC3;THOC5;SRRM1;LSM11;DDX39B;U2AF2;MAGOH;SNRPG;CSTF1;RNPS1;SNRPD3;SRSF6;SLU7
RNA Polymerase II Transcription Termination_Homo sapiens_R-HSA-73856	24/60	0.0566260935301283	0.43318961550548146	0	0	1.3470281192119886	3.8677021499579918	FYTTD1;CPSF7;NCBP1;CPSF1;NCBP2;POLDIP3;CSTF3;EIF4A3;UPF3B;THOC3;U2AF1;CASC3;THOC5;SRRM1;LSM11;DDX39B;U2AF2;MAGOH;SNRPG;CSTF1;RNPS1;SNRPD3;SRSF6;SLU7
Post-Elongation Processing of the Transcript_Homo sapiens_R-HSA-76044	24/60	0.0566260935301283	0.4310344432890363	0	0	1.3470281192119886	3.8677021499579918	FYTTD1;CPSF7;NCBP1;CPSF1;NCBP2;POLDIP3;CSTF3;EIF4A3;UPF3B;THOC3;U2AF1;CASC3;THOC5;SRRM1;LSM11;DDX39B;U2AF2;MAGOH;SNRPG;CSTF1;RNPS1;SNRPD3;SRSF6;SLU7
Activation of NF-kappaB in B cells_Homo sapiens_R-HSA-1169091	26/66	0.05824415944465511	0.44115625717981344	0	0	1.3266186022542312	3.771724549271468	PSMD12;PSMD11;PSMD14;RELA;PSMB10;PSMA7;PSMB6;PSMD9;UBB;PSMB2;PSMB3;PSMD2;PSMD3;UBC;PSMB1;PSMF1;BTRC;RPS27A;MAP3K7;CHUK;PSMB8;PSMC5;PSMA2;PSME3;PSME4;PSMC2
Cytosolic sensors of pathogen-associated DNA_Homo sapiens_R-HSA-1834949	26/66	0.05824415944465511	0.438983073646908	0	0	1.3266186022542312	3.771724549271468	APP;CRCP;PRKDC;DTX4;AGER;RELA;TBK1;UBB;UBC;POLR2E;POLR2F;POLR2H;RPS27A;POLR2K;CREBBP;XRCC6;CHUK;TMEM173;POLR3B;POLR3D;POLR1D;POLR3F;POLR3H;POLR3K;TRIM32;TLR3
Cytosolic iron-sulfur cluster assembly_Homo sapiens_R-HSA-2564830	7/13	0.05922656079131106	0.444199205934833	0	0	1.8133070835546	5.125104259942353	RTEL1;NDOR1;ERCC2;MMS19;NUBP1;CIAO1;NUBP2
Advanced glycosylation endproduct receptor signaling_Homo sapiens_R-HSA-879415	7/13	0.05922656079131106	0.4420323805400289	0	0	1.8133070835546	5.125104259942353	APP;PRKCSH;CAPZA1;MAPK1;AGER;DDOST;MAPK3
Hedgehog 'off' state_Homo sapiens_R-HSA-5610787	37/99	0.06082855960400582	0.4517849329812083	0	0	1.2585868790617065	3.523660487307149	GSK3B;PSMD12;PSMD11;PSMD14;IFT172;ADCY4;ADCY1;PSMB10;ADCY6;PSMA7;GLI2;PSMB6;PSMD9;UBB;PSMB2;PSMB3;PSMD2;SUFU;PSMD3;UBC;PSMB1;PSMF1;BTRC;RPS27A;OFD1;IFT122;KIF7;PSMB8;RBX1;PSMC5;ADCY9;PSMA2;GPR161;PSME3;PSME4;PSMC2;MKS1
Cellular response to heat stress_Homo sapiens_R-HSA-3371556	36/96	0.06088972059870799	0.450054456599146	0	0	1.2628388617612394	3.534295643200622	GSK3B;POM121;VCP;NUP107;HSP90AB1;RPS19BP1;HSPA14;AAAS;UBB;BAG2;NUP85;HSF1;SERPINH1;MAPK1;NUP43;NUP88;MAPK3;NDC1;HSPA8;CREBBP;HSPA5;NUP155;HSPA4;ST13;HSPA2;HSPA12A;MTOR;DNAJC2;DNAJC7;NUP50;AKT1S1;COL4A6;NUP35;NUPL2;TNFRSF21;HSPA1A
DNA Repair_Homo sapiens_R-HSA-73894	97/285	0.06191251176585538	0.45541414904691696	0	0	1.1461555049435341	3.188642427600966	MDC1;DCLRE1C;ACTB;ALKBH3;ALKBH2;KAT5;EME1;CHEK2;NBN;KPNA2;NFRKB;RNF111;HMGN1;AQR;USP7;HUS1;LIG4;LIG3;RBX1;PIAS1;NEIL2;UBE2V2;PPIE;INO80B;RTEL1;VCP;PRKDC;COPS7B;UBB;UBC;XRCC6;UBE2I;UBE2B;XRCC2;FANCC;FANCB;FANCG;COPS4;COPS3;NPLOC4;COPS5;UVSSA;SPRTN;RAD17;COPS8;MNAT1;RAD9A;FEN1;PRPF19;POLB;EXO1;SUMO3;POLL;POLH;RFC4;PARP1;RFC1;TOP3A;RAD23B;DDB1;RAD51D;FAN1;HIST1H2BJ;PNKP;RNF4;RCHY1;SLX4;POLR2A;POLR2B;POLD2;USP1;POLR2E;PMS2;POLR2F;ASCC2;POLR2G;ASCC3;POLR2H;RPS27A;POLR2K;MUTYH;KDM4A;POLQ;ASCC1;MCRS1;EYA3;EYA4;MLH1;MAD2L2;SMUG1;RAD52;XAB2;RAD50;ERCC2;RAD1;ERCC5;ERCC6
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain_Homo sapiens_R-HSA-6804115	10/21	0.06337553197513243	0.46394528192321827	0	0	1.6036049038237958	4.423828643624613	CNOT4;NPM1;BTG2;CNOT6;CNOT7;PLK2;CNOT2;TNKS1BP1;CNOT10;CNOT8
NOTCH2 Activation and Transmission of Signal to the Nucleus_Homo sapiens_R-HSA-2979096	10/21	0.06337553197513243	0.46173601867596487	0	0	1.6036049038237958	4.423828643624613	JAG2;NCSTN;JAG1;APH1B;UBB;UBC;MIB2;ADAM10;RPS27A;DLL1
RNA Polymerase I Transcription Termination_Homo sapiens_R-HSA-73863	14/32	0.06420075378167021	0.4655315321609262	0	0	1.4733120053881126	4.045332187753296	TAF1D;TAF1C;POLR1A;POLR1B;TAF1A;ERCC2;POLR2E;UBTF;POLR1D;POLR2F;POLR1E;POLR2H;MNAT1;POLR2K
Signaling by NOTCH2_Homo sapiens_R-HSA-1980145	14/32	0.06420075378167021	0.4633356287073369	0	0	1.4733120053881126	4.045332187753296	JAG2;JAG1;MAML1;MIB2;ADAM10;DLL1;NCSTN;APH1B;UBB;UBC;HES1;MAML3;RPS27A;MAMLD1
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding_Homo sapiens_R-HSA-389958	14/32	0.06420075378167021	0.4611603440655184	0	0	1.4733120053881126	4.045332187753296	CCT2;TUBB4A;ACTB;CCT6A;TUBB2B;TUBA1A;TUBB2A;TUBB3;PFDN2;CCT8;CCT7;CCT5;PFDN6;CCT4
Developmental Biology_Homo sapiens_R-HSA-1266738	253/786	0.06490383029657235	0.46403205772783035	0	0	1.0839634674320393	2.964476013173112	EPHB6;ACTB;RPS6KA4;PSMD9;ALCAM;DPYSL5;PPP2R1A;PSMD2;PSMD3;RPS6KA1;KDR;HOXA3;HOXA1;EPHB2;EPHB3;CDON;EPHA4;MEF2C;EPHA7;UNC5B;PAQR3;MED8;MED9;UNC5C;ANK2;FRS3;ANK1;MED7;BTC;TIAM1;SCN10A;PSME3;PSME4;HOXB4;HOXB3;HOXB2;EPHA1;EZR;EPHA3;EPHA2;EPAS1;PDGFB;GATA6;AGAP2;KALRN;MYL12A;NCSTN;APH1B;ST8SIA4;HOXC4;PSMF1;PLCG1;SCN3A;SPTBN1;LYN;CREBBP;CDK19;FN1;PBX1;NANOG;HOXD4;ROBO2;ARPC1A;CLTC;CLTA;WASL;SHB;PCSK6;AP2A2;ROBO1;MED13;JAK2;SPTAN1;GIT1;DUSP4;VAV3;SREBF1;LEFTY1;GFRA1;MED27;DUSP6;MED28;VAV2;RHOB;MED23;ENAH;NCOR2;MED22;CNKSR1;MED24;PSMA2;MED20;KIT;PPARA;ARHGEF7;ADAM22;PSMA7;EGFR;RELA;PSMB6;PPP2CA;PSMB2;PSMB3;ADAM23;PSMB1;TBL1X;CTNNA2;RPS27A;PAK2;PAK4;STAT3;AP2B1;PSMB8;VEGFA;PSMC5;FABP4;PSMC2;FOXA2;KLB;PLXND1;IRS1;IRS2;FGF2;FGF5;CDH2;CFL1;EOMES;PDGFRA;SEMA6D;ADAM10;RBX1;CACNB1;CACNB2;CACNB3;CACNB4;COL4A2;COL4A1;COL4A4;COL4A5;PSMD12;PSMD11;PSMD14;KMT2C;ARHGEF28;LPL;CACNA1C;PHB;EFNA5;CSF2RA;FOXO1;CACNA1G;RASGRP3;EFNB2;EFNB1;EFNB3;MED30;UBB;MED31;UBC;PLXNA1;MYH11;SRGAP2;SRGAP1;MYH10;PLXNA4;HSPA8;SMAD3;FGF16;CDK8;CNOT6;DLG1;MAFB;ARPC2;ARPC3;FGF18;PLXNB3;NF1;PLXNB1;FGFR3;MAP3K11;GSK3B;CNTNAP1;HSP90AB1;RASGRF2;ITGB3;ARRB2;LAMC1;SLC2A4;DUSP16;RND1;HHEX;DUSP10;ZIC3;BOC;NCK2;NEO1;KDM6A;ACTR2;KSR1;MMP2;TRPC1;ITGA1;PPP2R5B;PPP2R5A;NRG1;SPTB;DNM3;NRG4;COL6A2;COL6A1;MYH9;MET;CEBPA;CEBPB;SMARCD3;CEBPD;HIST1H2BJ;SEMA3A;CRMP1;SEMA3E;PSMB10;CDC42;ABLIM1;CACNG8;ABLIM3;POLR2A;POLR2B;TGS1;SLIT1;POLR2E;POLR2F;MAPK1;FYN;SLIT3;POLR2G;HES1;POLR2H;POLR2K;MAPK3;SPAG9;SEMA4A;MYO10;EGF;LGI4;LIMK2;LGI2;LAMB1;MAPK14;KLF4;ACVR2B;MAPK12;MAPK11;TEK
RNA Polymerase II Transcription_Homo sapiens_R-HSA-73857	45/124	0.06692575789294342	0.4762623701218764	0	0	1.2221021242850703	3.304773569754	FYTTD1;GTF2A1;CCNT2;CTDP1;RNMT;POLDIP3;GTF2B;CSTF3;EIF4A3;U2AF1;CASC3;GTF2E1;LSM11;POLR2A;U2AF2;POLR2B;MAGOH;CSTF1;POLR2E;POLR2F;POLR2G;SNRPD3;POLR2H;TAF9B;POLR2K;CPSF7;RNGTT;CPSF1;NCBP1;TAF12;NCBP2;UPF3B;THOC3;GTF2F1;THOC5;SRRM1;DDX39B;ERCC2;SNRPG;RNPS1;TAF5;SRSF6;MNAT1;SLU7;TAF2
Sensing of DNA Double Strand Breaks_Homo sapiens_R-HSA-5693548	4/6	0.06804547011515956	0.48198874664904684	0	0	2.245046865353314	6.0337410767414275	RAD50;KAT5;NBN;KPNA2
Activated TLR4 signalling_Homo sapiens_R-HSA-166054	41/112	0.06852707116533016	0.4831632206587795	0	0	1.232771269814543	3.304475949051198	ATF1;ATF2;APP;UBE2D1;LY96;NOD1;AGER;TANK;RELA;PPP2CA;MAPK9;TBK1;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;IKBKE;MAPK3;MAP2K3;DUSP4;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;IRAK3;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1;TLR4;BIRC2;TLR3
Nonsense-Mediated Decay (NMD)_Homo sapiens_R-HSA-927802	39/106	0.06919370266465218	0.48562552787576985	0	0	1.2390117134261216	3.309208763172699	RPL5;RPL30;RPLP1;EIF4A3;RPLP0;RPL11;SMG9;CASC3;RPL9;SMG8;RPL6;SMG6;PPP2CA;RPS15A;PPP2R1A;MAGOH;RPL35;RPL38;RPL37;RPS27A;RPL19;UPF2;RPL21;NCBP1;RPS8;NCBP2;RPL23;RPL22;RPS6;UPF3B;RPL35A;RPL23A;RPL24;RPL27;RNPS1;RPL26;PABPC1;FAU;EIF4G1
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975957	39/106	0.06919370266465218	0.48340805971195355	0	0	1.2390117134261216	3.309208763172699	RPL5;RPL30;RPLP1;EIF4A3;RPLP0;RPL11;SMG9;CASC3;RPL9;SMG8;RPL6;SMG6;PPP2CA;RPS15A;PPP2R1A;MAGOH;RPL35;RPL38;RPL37;RPS27A;RPL19;UPF2;RPL21;NCBP1;RPS8;NCBP2;RPL23;RPL22;RPS6;UPF3B;RPL35A;RPL23A;RPL24;RPL27;RNPS1;RPL26;PABPC1;FAU;EIF4G1
DNA Damage Recognition in GG-NER_Homo sapiens_R-HSA-5696394	16/38	0.07007855695549249	0.48736450973592504	0	0	1.4179243360126195	3.7690391598153536	INO80B;PARP1;MCRS1;COPS7B;RAD23B;ACTB;RBX1;COPS4;DDB1;COPS3;COPS5;UBB;UBC;RPS27A;COPS8;NFRKB
TRAF6 mediated induction of TAK1 complex_Homo sapiens_R-HSA-937072	8/16	0.07038388316499607	0.4872730372961266	0	0	1.6837851490149858	4.468413831187978	UBB;UBC;LY96;TAB1;RPS27A;MAP3K7;TLR4;TLR3
APC/C-mediated degradation of cell cycle proteins_Homo sapiens_R-HSA-174143	32/85	0.07041317067060052	0.48527996002711166	0	0	1.267791171023048	3.363925334930974	PSMD12;PSMD11;PSMD14;ANAPC16;UBE2D1;PSMB10;PSMA7;ANAPC10;AURKA;PSMB6;PSMD9;CDC23;UBB;PSMB2;PSMB3;PSMD2;PSMD3;CDC27;UBC;PSMB1;PSMF1;BTRC;RPS27A;ANAPC7;PSMB8;PSMC5;PSMA2;PSME3;PSME4;PSMC2;ANAPC4;ANAPC1
Regulation of mitotic cell cycle_Homo sapiens_R-HSA-453276	32/85	0.07041317067060052	0.48310381670860447	0	0	1.267791171023048	3.363925334930974	PSMD12;PSMD11;PSMD14;ANAPC16;UBE2D1;PSMB10;PSMA7;ANAPC10;AURKA;PSMB6;PSMD9;CDC23;UBB;PSMB2;PSMB3;PSMD2;PSMD3;CDC27;UBC;PSMB1;PSMF1;BTRC;RPS27A;ANAPC7;PSMB8;PSMC5;PSMA2;PSME3;PSME4;PSMC2;ANAPC4;ANAPC1
MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155	32/85	0.07041317067060052	0.4809471032411553	0	0	1.267791171023048	3.363925334930974	ATF1;ATF2;APP;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1
Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181	32/85	0.07041317067060052	0.4788095605600835	0	0	1.267791171023048	3.363925334930974	ATF1;ATF2;APP;NOD1;AGER;RELA;PPP2CA;MAPK9;MAPK7;UBB;PPP2R1A;IRAK2;RPS6KA1;UBC;MAPK1;BTRC;RPS27A;MAP3K7;MAPK3;DUSP4;MAP2K3;MAP2K4;MEF2C;DUSP3;CHUK;RIPK2;FOS;MAPK14;DUSP6;MAPK11;PELI1;TAB1
Elastic fibre formation_Homo sapiens_R-HSA-1566948	17/41	0.07236096370799897	0.4898773206780461	0	0	1.3963096357685247	3.6668323980901407	FBN2;TGFB2;TGFB3;ITGB3;LTBP4;FBLN1;FBLN5;LOXL2;BMP4;BMP2;EFEMP1;LOX;MFAP3;MFAP2;ITGB8;ITGB6;FBN1
TNF signaling_Homo sapiens_R-HSA-75893	17/41	0.07236096370799897	0.4877192708072177	0	0	1.3963096357685247	3.6668323980901407	CHUK;USP4;TRADD;TNFAIP3;TRAF2;TNFRSF1A;SMPD3;SMPD2;UBB;UBC;MADD;OTULIN;TAX1BP1;TAB1;RPS27A;MAP3K7;BIRC2
