	NGenes	Direction	PValue	FDR
REACTOME_PURINE_METABOLISM	37	Down	0.0169852570849225	0.13240652552669
LY_AGING_MIDDLE_DN	24	Down	0.0170899900926821	0.13300348138028
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	123	Down	0.0171376364056993	0.133154924967966
CROMER_METASTASIS_DN	133	Down	0.0173331830367302	0.134453130813651
DAZARD_UV_RESPONSE_CLUSTER_G1	110	Down	0.0173702115821132	0.134472515350042
REACTOME_INTEGRATION_OF_PROVIRUS	11	Down	0.0173926136492116	0.134472515350042
CORRE_MULTIPLE_MYELOMA_DN	89	Down	0.0175245296739469	0.135271042777329
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	102	Down	0.0177684239437812	0.136929909804931
BENPORATH_ES_CORE_NINE	14	Down	0.0178758897305444	0.137533718382885
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	56	Down	0.0179564298250135	0.1379287390136
CAIRO_LIVER_DEVELOPMENT_UP	245	Down	0.01807175887929	0.1385892677691
MORI_PRE_BI_LYMPHOCYTE_DN	99	Up	0.0181711500178086	0.139125628337322
MARZEC_IL2_SIGNALING_DN	48	Up	0.0182315241178669	0.139264816117386
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	130	Down	0.0182482898341791	0.139264816117386
LIEN_BREAST_CARCINOMA_METAPLASTIC	63	Down	0.018351494054493	0.139826545021653
MARTIN_INTERACT_WITH_HDAC	54	Down	0.018403022508846	0.139868934255454
REACTOME_ELONGATION_ARREST_AND_RECOVERY	33	Down	0.0184181276155526	0.139868934255454
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	49	Down	0.0184766663263825	0.139868934255454
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	96	Down	0.0184932182190292	0.139868934255454
HUANG_GATA2_TARGETS_UP	189	Up	0.018505098202722	0.139868934255454
BIOCARTA_IL12_PATHWAY	15	Up	0.0186028032580378	0.140023597940617
PID_RHODOPSIN_PATHWAY	15	Up	0.0186050254934945	0.140023597940617
OHM_EMBRYONIC_CARCINOMA_UP	9	Down	0.0186144833841464	0.140023597940617
REACTOME_HS_GAG_BIOSYNTHESIS	24	Down	0.0187329187221153	0.140690473836681
SHIN_B_CELL_LYMPHOMA_CLUSTER_6	6	Up	0.0187908272966155	0.140901378014621
YIH_RESPONSE_TO_ARSENITE_C2	24	Up	0.018943752178042	0.141822956084105
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	19	Down	0.0190757368253375	0.14258509614382
IGLESIAS_E2F_TARGETS_DN	15	Up	0.0191080839292484	0.142601245626808
PID_MYC_PATHWAY	36	Down	0.0191959247472539	0.143030833605721
ZHANG_GATA6_TARGETS_DN	143	Down	0.0194304758860995	0.144550500922731
CAIRO_HEPATOBLASTOMA_DN	301	Up	0.0195996761903792	0.145579984785143
KRISHNAN_FURIN_TARGETS_UP	18	Up	0.019858313610431	0.14714550134332
ZHAN_MULTIPLE_MYELOMA_CD1_UP	49	Up	0.0198727412906516	0.14714550134332
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	8	Down	0.0199296249975963	0.147335756633247
FAELT_B_CLL_WITH_VH3_21_UP	78	Down	0.0200028254881815	0.147538592462666
SMID_BREAST_CANCER_BASAL_DN	902	Up	0.0200195253532111	0.147538592462666
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	46	Up	0.0202125732716805	0.1487292774695
CHANDRAN_METASTASIS_TOP50_UP	56	Down	0.0202647613932701	0.148881388525362
LABBE_TARGETS_OF_TGFB1_AND_WNT3A_DN	129	Up	0.0202979351245942	0.148893548957427
KAUFFMANN_DNA_REPLICATION_GENES	151	Down	0.0203867804465539	0.149024202335295
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	20	Down	0.0203968298231534	0.149024202335295
PID_HDAC_CLASSI_PATHWAY	80	Down	0.0204220008157814	0.149024202335295
PID_PLK1_PATHWAY	61	Down	0.0204419312263486	0.149024202335295
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	193	Down	0.0205205719944428	0.149141394525697
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	23	Up	0.0206523224543909	0.149141394525697
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	99	Down	0.0206579370339939	0.149141394525697
SU_SALIVARY_GLAND	15	Up	0.0206587775452862	0.149141394525697
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	53	Down	0.0206703254830819	0.149141394525697
REACTOME_METABOLISM_OF_NUCLEOTIDES	81	Down	0.0206929648238061	0.149141394525697
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	68	Down	0.0207406236135227	0.149141394525697
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	206	Down	0.0207413435879671	0.149141394525697
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	31	Down	0.0207689974571632	0.149141394525697
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	44	Up	0.0207958440602681	0.149141394525697
PID_TRAIL_PATHWAY	27	Up	0.0208052876783307	0.149141394525697
UEDA_CENTRAL_CLOCK	130	Up	0.0211583079266918	0.151442191887412
BUDHU_LIVER_CANCER_METASTASIS_UP	4	Down	0.0213349633920765	0.152469971829323
LANDIS_BREAST_CANCER_PROGRESSION_UP	49	Up	0.0213664524451761	0.152469971829323
REACTOME_STRIATED_MUSCLE_CONTRACTION	27	Down	0.0214435069121028	0.152789029642192
LOPEZ_MESOTHELIOMA_SURVIVAL_DN	34	Down	0.0214994725187955	0.152957090630707
ONGUSAHA_BRCA1_TARGETS_UP	21	Up	0.0216317347891364	0.153666639314106
GROSS_ELK3_TARGETS_UP	42	Down	0.0216722927564857	0.15372359006252
REACTOME_GLYCOLYSIS	34	Up	0.0217973424372673	0.154202072689617
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	62	Down	0.0218050348341795	0.154202072689617
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	85	Down	0.0220412636495852	0.155639655426967
REACTOME_CELL_CYCLE_CHECKPOINTS	121	Down	0.0220995844112154	0.15571295401219
NIKOLSKY_BREAST_CANCER_8P12_P11_AMPLICON	58	Up	0.0221175681926713	0.15571295401219
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	297	Up	0.0221564944314619	0.15575488049736
PID_CONE_PATHWAY	15	Up	0.0224709449828103	0.157730674738181
GROSS_HYPOXIA_VIA_HIF1A_DN	169	Up	0.022680610063947	0.158915094440933
BIOCARTA_RHO_PATHWAY	47	Down	0.0227204536170167	0.158915094440933
HE_PTEN_TARGETS_UP	21	Down	0.0227777457598958	0.158915094440933
RODRIGUES_DCC_TARGETS_DN	204	Up	0.0227809514554296	0.158915094440933
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_DN	6	Down	0.0228078818863151	0.158915094440933
PLASARI_NFIC_TARGETS_BASAL_UP	43	Down	0.022955554884447	0.159477587852203
LABBE_WNT3A_TARGETS_UP	167	Down	0.022963606863786	0.159477587852203
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	30	Up	0.0229898893580335	0.159477587852203
REACTOME_DNA_REPLICATION	206	Down	0.0230833078896409	0.159890830602146
BIOCARTA_LAIR_PATHWAY	8	Down	0.0231331863927916	0.160001069482697
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	21	Down	0.0231669626431339	0.160001069482697
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	184	Down	0.0232851400208806	0.160582483881226
JISON_SICKLE_CELL_DISEASE_DN	258	Down	0.0233639159011148	0.160890872765112
FARMER_BREAST_CANCER_CLUSTER_6	21	Up	0.0234327104119894	0.16112972923761
REACTOME_M_G1_TRANSITION	84	Down	0.0235290705999302	0.161557164991381
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	172	Down	0.0236408996009563	0.161953666394127
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	57	Up	0.0236553831100651	0.161953666394127
NEWMAN_ERCC6_TARGETS_DN	72	Down	0.0236955630682722	0.161993979644743
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	137	Down	0.0237756687961657	0.16214499690258
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	138	Down	0.0237863003500186	0.16214499690258
MARTENS_TRETINOIN_RESPONSE_DN	993	Down	0.0238349894255152	0.162146855852321
GALIE_TUMOR_STEMNESS_GENES	9	Down	0.0239083043291803	0.162146855852321
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	260	Down	0.0239107003367802	0.162146855852321
CHEOK_RESPONSE_TO_HD_MTX_DN	34	Up	0.0239659517873319	0.162146855852321
MURAKAMI_UV_RESPONSE_1HR_UP	22	Down	0.0239975396503502	0.162146855852321
HATADA_METHYLATED_IN_LUNG_CANCER_DN	78	Up	0.0240045057884688	0.162146855852321
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	54	Up	0.0240268414683794	0.162146855852321
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	58	Down	0.0240963056531776	0.162383663203439
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	226	Up	0.0241990538575116	0.162843775531175
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	23	Up	0.0244051098608369	0.163996783759023
KAMMINGA_EZH2_TARGETS	52	Down	0.0244895365264523	0.164173754545511
BIOCARTA_INTEGRIN_PATHWAY	62	Down	0.0245009519378886	0.164173754545511
COLLER_MYC_TARGETS_UP	34	Down	0.0248892652823569	0.166539503107442
KEGG_CIRCADIAN_RHYTHM_MAMMAL	13	Up	0.0249262935316241	0.166551358760102
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	14	Down	0.0249647793814039	0.166572906494
SHIPP_DLBCL_CURED_VS_FATAL_UP	91	Up	0.0252552170369863	0.167675209774706
REACTOME_RNA_POL_III_CHAIN_ELONGATION	18	Down	0.0252567404300886	0.167675209774706
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	50	Up	0.0252593866042044	0.167675209774706
PALOMERO_GSI_SENSITIVITY_DN	8	Up	0.0253358771085176	0.167675209774706
BIOCARTA_ACTINY_PATHWAY	27	Down	0.0253427666859693	0.167675209774706
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN	27	Up	0.0253429508423243	0.167675209774706
NAKAYAMA_FRA2_TARGETS	63	Up	0.0254351379756611	0.168023960447327
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	352	Up	0.0254667984081893	0.168023960447327
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	14	Down	0.0255643676103984	0.168271975951151
LI_CISPLATIN_RESISTANCE_DN	38	Down	0.0255756305531173	0.168271975951151
REACTOME_GLUCOSE_METABOLISM	71	Up	0.026281290887167	0.172674295063945
SESTO_RESPONSE_TO_UV_C3	41	Up	0.0263887162527061	0.173139299413588
REACTOME_AXON_GUIDANCE	268	Down	0.0264368732156107	0.173214686644306
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	Down	0.0264997732802434	0.173386328221426
ZHAN_MULTIPLE_MYELOMA_PR_UP	48	Down	0.0265863191596664	0.173711994066755
RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN	561	Down	0.0266678111174794	0.174003784142228
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	29	Down	0.0268199006437248	0.174754773297871
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	30	Down	0.0269428275071261	0.175313935459592
BERENJENO_TRANSFORMED_BY_RHOA_DN	627	Up	0.0269992794834497	0.1754396097384
KEGG_THYROID_CANCER	36	Down	0.0270795367893519	0.175719411803432
ZERBINI_RESPONSE_TO_SULINDAC_UP	10	Up	0.0271965091731861	0.176236363970002
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	109	Down	0.0274351108675293	0.177538991422204
JIANG_TIP30_TARGETS_DN	31	Down	0.0275256153250295	0.177880994248207
PUJANA_BREAST_CANCER_LIT_INT_NETWORK	126	Down	0.0275970623608643	0.178099074580223
BIOCARTA_CHREBP2_PATHWAY	41	Down	0.0276858543208474	0.178428343535721
ISHIDA_E2F_TARGETS	61	Down	0.0277853362599595	0.178825515656742
SMID_BREAST_CANCER_LUMINAL_A_DN	26	Down	0.0279009024733128	0.178961031306303
SENESE_HDAC2_TARGETS_DN	161	Down	0.0279217332282224	0.178961031306303
CAIRO_LIVER_DEVELOPMENT_DN	229	Up	0.0279332623168621	0.178961031306303
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	5	Up	0.0279849506670331	0.178961031306303
GOLDRATH_IMMUNE_MEMORY	82	Up	0.0279958090887718	0.178961031306303
BHAT_ESR1_TARGETS_VIA_AKT1_UP	334	Down	0.0281516735275384	0.179305761390187
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	13	Up	0.0281528701535185	0.179305761390187
BIOCARTA_FEEDER_PATHWAY	11	Up	0.0281757684480747	0.179305761390187
ZHU_SKIL_TARGETS_DN	10	Down	0.0282015623863059	0.179305761390187
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	76	Up	0.0282639489016621	0.179460879854102
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	68	Down	0.0283287450246741	0.179599480883653
BIOCARTA_ARAP_PATHWAY	21	Up	0.0283618147204075	0.179599480883653
BRUNO_HEMATOPOIESIS	87	Up	0.0285001350637388	0.180233785864929
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	249	Down	0.0289134584373969	0.182603178687517
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	8	Up	0.0289673936273997	0.182699556069207
RICKMAN_HEAD_AND_NECK_CANCER_F	56	Down	0.0290273703868477	0.182833730276625
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	60	Up	0.0290849521375207	0.18295248188768
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	14	Down	0.0291683241193905	0.183232929707448
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	29	Down	0.0293843436325912	0.184219077566979
LIN_APC_TARGETS	118	Down	0.0294032990020114	0.184219077566979
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP	24	Down	0.0295649710405387	0.18498665323908
KIM_MYC_AMPLIFICATION_TARGETS_DN	150	Up	0.0298769154085279	0.186691201573923
KEGG_GALACTOSE_METABOLISM	35	Up	0.0299811181567326	0.187094850954299
BIOCARTA_SKP2E2F_PATHWAY	13	Down	0.0301602145531789	0.187721124935016
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	184	Up	0.0301609512755456	0.187721124935016
KONG_E2F3_TARGETS	113	Down	0.0302779852461497	0.187794728537169
REACTOME_COPI_MEDIATED_TRANSPORT	14	Up	0.0303194455535708	0.187794728537169
REACTOME_GLUCONEOGENESIS	38	Up	0.030322619641579	0.187794728537169
GUILLAUMOND_KLF10_TARGETS_DN	36	Up	0.0303317904051355	0.187794728537169
CHIBA_RESPONSE_TO_TSA	83	Up	0.03054143274039	0.188465975610121
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	17	Down	0.0305437100057952	0.188465975610121
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	178	Down	0.0306669042621689	0.188465975610121
TURJANSKI_MAPK14_TARGETS	10	Up	0.0307005063346914	0.188465975610121
PID_NECTIN_PATHWAY	45	Down	0.0307033040584591	0.188465975610121
ZWANG_TRANSIENTLY_UP_BY_1ST_EGF_PULSE_ONLY	1998	Up	0.0307095492170243	0.188465975610121
INGRAM_SHH_TARGETS	8	Up	0.0307194752793805	0.188465975610121
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1738	Up	0.0307625936860826	0.188485723181653
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	50	Up	0.0310545879133702	0.189803117505059
LI_AMPLIFIED_IN_LUNG_CANCER	276	Down	0.0310579614376398	0.189803117505059
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	687	Down	0.0311416524770013	0.190068690311827
LUDWICZEK_TREATING_IRON_OVERLOAD	6	Up	0.0312852950532751	0.190699011395705
GROSS_HYPOXIA_VIA_ELK3_DN	233	Up	0.0313278542180077	0.190712349646738
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	28	Up	0.0314708016043612	0.191335993280569
EHLERS_ANEUPLOIDY_DN	14	Down	0.0315256232551776	0.191422936063572
YANG_BREAST_CANCER_ESR1_DN	42	Down	0.0315918734860392	0.191464957456463
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN	73	Down	0.0316136043217699	0.191464957456463
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	18	Down	0.0317255981666342	0.191897216055288
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	134	Up	0.0319140518170926	0.192790256756964
ZHENG_RESPONSE_TO_ARSENITE_DN	26	Down	0.0320089878268215	0.193116805228486
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	230	Down	0.0324369845548387	0.195420266069458
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	325	Up	0.0324890747953671	0.195420266069458
DEN_INTERACT_WITH_LCA5	33	Down	0.032514887622903	0.195420266069458
SMIRNOV_RESPONSE_TO_IR_6HR_UP	260	Up	0.0325730874972119	0.195521302842222
REACTOME_DEVELOPMENTAL_BIOLOGY	394	Down	0.0326912823273574	0.195981748368574
SA_REG_CASCADE_OF_CYCLIN_EXPR	14	Down	0.0327607330635891	0.196149179965013
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	105	Up	0.0328702078375785	0.196555521297115
DOANE_BREAST_CANCER_ESR1_UP	138	Up	0.0329836305474649	0.196953649964305
SCHMAHL_PDGF_SIGNALING	10	Up	0.0330201716282239	0.196953649964305
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	170	Up	0.0334390834965749	0.19857516052245
PID_FOXM1_PATHWAY	46	Down	0.0334419660731845	0.19857516052245
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	30	Down	0.0334473415902938	0.19857516052245
ONDER_CDH1_TARGETS_1_DN	217	Down	0.033460166760345	0.19857516052245
BENPORATH_MYC_TARGETS_WITH_EBOX	312	Down	0.0335277491678747	0.198726583524517
PARK_APL_PATHOGENESIS_DN	69	Down	0.0338977655811111	0.200560784545616
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	35	Down	0.0339221140668813	0.200560784545616
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	34	Down	0.034092068559206	0.201265529326868
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	225	Down	0.0341265218016133	0.201265529326868
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN	22	Up	0.0342565884292789	0.201749500622328
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	303	Down	0.0342946880727645	0.201749500622328
REACTOME_PHOSPHOLIPID_METABOLISM	176	Up	0.0343982998259323	0.201749500622328
WANG_LSD1_TARGETS_UP	26	Down	0.0344334527631788	0.201749500622328
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	27	Down	0.0344529254298519	0.201749500622328
WU_CELL_MIGRATION	246	Down	0.0345043874360979	0.201749500622328
LUI_TARGETS_OF_PAX8_PPARG_FUSION	60	Down	0.034507535246156	0.201749500622328
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	27	Down	0.0348258160562491	0.203358658899531
HEDVAT_ELF4_TARGETS_UP	15	Up	0.0348824109206851	0.203418340922289
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	19	Up	0.0349221580203167	0.203418340922289
GESERICK_TERT_TARGETS_DN	36	Up	0.0350205650796279	0.203740331817934
GOTTWEIN_TARGETS_OF_KSHV_MIR_K12_11	82	Up	0.0351382058674695	0.203822403763095
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	38	Down	0.0351485005812998	0.203822403763095
BIOCARTA_G1_PATHWAY	34	Down	0.0351641107254281	0.203822403763095
HOUSTIS_ROS	40	Up	0.035426040613495	0.205088990022243
NOJIMA_SFRP2_TARGETS_UP	34	Up	0.0355812068260751	0.205735154279533
SONG_TARGETS_OF_IE86_CMV_PROTEIN	71	Down	0.0358850708295545	0.207238477504664
IVANOVSKA_MIR106B_TARGETS	138	Up	0.0360034067926562	0.207587981477482
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	34	Up	0.036066671296184	0.207587981477482
KEGG_SMALL_CELL_LUNG_CANCER	105	Down	0.0360820007000378	0.207587981477482
PECE_MAMMARY_STEM_CELL_UP	211	Down	0.0361213634154298	0.207587981477482
BURTON_ADIPOGENESIS_1	56	Up	0.0362105754281682	0.207847822992304
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	47	Down	0.0363243459781434	0.208247828156249
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	42	Down	0.036415589178683	0.208517870642544
MARKEY_RB1_ACUTE_LOF_UP	276	Up	0.0365058438536312	0.208781605768225
BROWNE_HCMV_INFECTION_10HR_UP	195	Up	0.0366349079125795	0.209087101323752
KOINUMA_COLON_CANCER_MSI_UP	17	Down	0.0367407243362899	0.209087101323752
EHRLICH_ICF_SYNDROM_DN	15	Up	0.0367673522321771	0.209087101323752
GRADE_COLON_CANCER_UP	1199	Down	0.0368008517682264	0.209087101323752
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	42	Down	0.0368196572627454	0.209087101323752
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	51	Down	0.0368381468550745	0.209087101323752
WOOD_EBV_EBNA1_TARGETS_DN	63	Up	0.0368690845475626	0.209087101323752
REACTOME_RNA_POL_III_TRANSCRIPTION	34	Down	0.0369137949875735	0.209089649306112
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	64	Down	0.0369712530252858	0.209162037951309
ZHAN_MULTIPLE_MYELOMA_MF_UP	71	Down	0.0370151278000199	0.209162037951309
HEDENFALK_BREAST_CANCER_BRCA1_VS_BRCA2	236	Down	0.0371074536799922	0.209433227221365
GRADE_METASTASIS_DN	53	Down	0.037154629215155	0.209449246315504
NAKAMURA_METASTASIS_MODEL_DN	53	Up	0.0373067500773144	0.209872400286238
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN	24	Up	0.0373185470449703	0.209872400286238
PUJANA_XPRSS_INT_NETWORK	304	Down	0.0373799841968972	0.209900792014476
BIOCARTA_CARDIACEGF_PATHWAY	25	Down	0.0374124612354337	0.209900792014476
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	53	Down	0.0374869419218326	0.21006917394868
BOYLAN_MULTIPLE_MYELOMA_C_D_UP	171	Down	0.0376031628240627	0.210470783389659
PRAMOONJAGO_SOX4_TARGETS_DN	65	Down	0.037715376889854	0.210849041926237
GROSS_HYPOXIA_VIA_ELK3_UP	350	Down	0.0378224054062051	0.211061662160291
LEE_LIVER_CANCER_DENA_DN	89	Up	0.0378778543772926	0.211061662160291
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	158	Down	0.0378874448585789	0.211061662160291
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	17	Up	0.0379747894919062	0.211299064263563
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_36HR	260	Up	0.0380698260701134	0.21138344180578
LIU_VMYB_TARGETS_UP	206	Up	0.0380794472855035	0.21138344180578
NAKAMURA_ADIPOGENESIS_EARLY_DN	50	Down	0.0382177672749004	0.2117430314992
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	68	Down	0.0382339813417632	0.2117430314992
KAMIKUBO_MYELOID_MN1_NETWORK	29	Up	0.0382786936706851	0.2117430314992
DARWICHE_PAPILLOMA_PROGRESSION_RISK	74	Up	0.0384715032782648	0.212560680101196
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	172	Up	0.0385604920624972	0.212803463204716
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	81	Up	0.0390304762587458	0.215145822457778
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	19	Up	0.0390981055715434	0.215237997736448
PID_HNF3B_PATHWAY	45	Up	0.0391461142805844	0.215237997736448
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	81	Down	0.0391838861247556	0.215237997736448
NAKAYAMA_FGF2_TARGETS	54	Down	0.0392687245805414	0.215453490033075
SMID_BREAST_CANCER_NORMAL_LIKE_DN	20	Down	0.039349193658621	0.215513533318775
OHASHI_AURKA_TARGETS	8	Down	0.0393709100876594	0.215513533318775
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	24	Up	0.0394604318417423	0.215753564838415
LUI_THYROID_CANCER_PAX8_PPARG_DN	67	Down	0.0396229496053362	0.216391692411108
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	49	Down	0.0398613294962903	0.217442171524798
IVANOV_MUTATED_IN_COLON_CANCER	15	Down	0.0401026609477351	0.218133760215633
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	24	Down	0.0401240660391225	0.218133760215633
KORKOLA_YOLK_SAC_TUMOR	83	Down	0.0401266379397513	0.218133760215633
KIM_MYC_AMPLIFICATION_TARGETS_UP	254	Down	0.040358821664178	0.219143762691467
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	25	Down	0.0404410141487786	0.219337945853995
WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP	19	Up	0.0405404352425263	0.219431612694454
PID_PRL_SIGNALING_EVENTS_PATHWAY	33	Down	0.0405511849877769	0.219431612694454
REACTOME_PYRUVATE_METABOLISM	27	Up	0.040660603527451	0.219597454005827
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	88	Down	0.0407102050537019	0.219597454005827
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	889	Up	0.040761575528617	0.219597454005827
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	274	Down	0.0407677745899894	0.219597454005827
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	30	Down	0.0408467742303133	0.219632161061379
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	233	Down	0.0408885547712211	0.219632161061379
LIM_MAMMARY_STEM_CELL_DN	557	Up	0.0409136963873865	0.219632161061379
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	24	Down	0.0410322652894073	0.220018639304381
DOANE_BREAST_CANCER_CLASSES_UP	91	Up	0.041134267156006	0.220037127122586
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	27	Up	0.0411768980981148	0.220037127122586
NIELSEN_LIPOSARCOMA_DN	26	Down	0.0412175665970879	0.220037127122586
UROSEVIC_RESPONSE_TO_IMIQUIMOD	21	Up	0.0412220274139477	0.220037127122586
JI_METASTASIS_REPRESSED_BY_STK11	40	Up	0.0413605840778563	0.220380025124864
